PercentCoverage	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:349741|Akkermansia_muciniphila_ATCC_BAA-835	0	0	0	0.6022	0	0	0.2339	0.2417	0	0.1295	0	0.3198	0	0	0	0	0	0.0586	0.082	0.0086	0.1108	0	0.4468	0	0
taxid:349965|Yersinia_intermedia_ATCC_29909	0	0	0	0.0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0624	0	0
taxid:349968|Yersinia_bercovieri_ATCC_43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0
taxid:350054|Mycobacterium_gilvum_PYR-GCK	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:350058|Mycobacterium_vanbaalenii_PYR-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0
taxid:350688|Alkaliphilus_oremlandii_OhILAs	0	0	0	0.0332	0.0146	0	0	0	0.0049	0	0	0	0.0073	0	0	0	0	0	0.0207	0	0	0	0	0	0
taxid:350701|Burkholderia_dolosa_AUO158	0	0	0.0012	0	0	0	0.0012	0.0024	0	0.0012	0	0	0.0012	0	0.0012	0	0.0024	0.0012	0	0	0	0	0	0	0.0012
taxid:350703|Pseudomonas_aeruginosa_2192	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0011	0	0	0	0.0011	0	0	0	0	0	0	0	0
taxid:351016|Roseobacter_sp._AzwK-3b	0	0	0	0	0.0018	0.0036	0.0036	0	0	0.0018	0.0018	0	0.0018	0	0	0	0	0	0.0018	0	0	0	0.0036	0	0.0016
taxid:351348|Marinobacter_aquaeolei_VT8	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0
taxid:351605|Geobacter_uraniireducens_Rf4	0	0	0	0.0015	0.0015	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0.0015	0	0	0	0	0	0
taxid:351607|Acidothermus_cellulolyticus_11B	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351627|Caldicellulosiruptor_saccharolyticus_DSM_8903	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351745|Shewanella_sp._W3-18-1	0	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0
taxid:351746|Pseudomonas_putida_F1	0	0.0026	0.0217	0.0013	0.0026	0.0013	0.0377	0.0077	0.0051	0.0127	0.0064	0.0013	0.0026	0.0013	0.0216	0.0026	0.0182	0.0038	0.0051	0	0.0013	0.0038	0.0038	0.0038	0
taxid:352472|Dictyostelium_discoideum_AX4	0	0	0	0.000199999999995	0	0.000199999999995	0	0	0.000199999999995	0	0	0	0	0	0	0	0.000699999999998	0	0	0	0	0	0	0.000199999999995	0
taxid:353152|Cryptosporidium_parvum_Iowa_II	0	0	0	0	0.000800000000001	0.000699999999998	0	0	0	0.000800000000001	0	0	0	0	0	0.000800000000001	0.000800000000001	0	0	0	0.000800000000001	0.000800000000001	0	0.000800000000001	0
taxid:353154|Theileria_annulata_strain_Ankara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0
taxid:353496|Lactobacillus_delbrueckii_subsp._bulgaricus_2038	0	0.0971	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:354260|Lactococcus_phage_P335_sensu_lato	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1749	0	0	0	0	0
taxid:357804|Psychromonas_ingrahamii_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117	0	0
taxid:357809|Clostridium_phytofermentans_ISDg	0	0.0031	0	0.1037	0.1695	0.0772	0	0.0094	0	0	0	0	0.0608	0	0.1308	0	0	0	0	0	0	0.0157	0.3042	0	0.0063
taxid:358220|Acidovorax_sp._KKS102	0	0.0015	0	0.0058	0.0015	0.0058	0	0	0.0015	0.00289999999999	0.0014	0	0.0073	0.00289999999999	0	0.00289999999999	0.0248	0	0	0	0	0.00289999999999	0	0.0058	0
taxid:358681|Brevibacillus_brevis_NBRC_100599	0	0	0	0.0012	0.0699	0.0423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359786|Staphylococcus_aureus_subsp._aureus_JH9	0	0	0	0	0.0024	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359787|Staphylococcus_aureus_subsp._aureus_JH1	0	0	0	0	0	0	0	0.0594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360094|Xanthomonas_oryzae_pv._oryzae_PXO99A	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0.0014	0
taxid:360104|Campylobacter_concisus_13826	0	0	0	0.0342	0.0036	0.0036	0	0.0072	0	0	0.0109	0	0.0035	0	0.0453	0	0	0	0	0	0	0	0.0036	0	0
taxid:360105|Campylobacter_curvus_525.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0.2588	0	0	0	0	0	0
taxid:360106|Campylobacter_fetus_subsp._fetus_82-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2167	0	0	0.1252	0.1484	0	0	0	0	0	0
taxid:360107|Campylobacter_hominis_ATCC_BAA-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0629	0	0	0	0	0	0
taxid:360115|Coxiella_burnetii_RSA_331	0	0	0	0	0.0153	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360910|Bordetella_avium_197N	0	0	0	0.002	0.0776	0	0	0.0402	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360911|Exiguobacterium_sp._AT1b	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0
taxid:362948|Lactobacillus_salivarius_UCC118	0	0	0	0.0604	0.0599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:363253|Lawsonia_intracellularis_PHE/MN1-00	0	0	0	0.082	0	0	0.0328	0	0	0	0	0	0.1685	0	0	0	0	0	0	0	0	0	0.1562	0	0
taxid:36343|Lactococcus_phage_bIL67	0	0	0	0	0	0	0	0	0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3334	0	0
taxid:364106|Escherichia_coli_UTI89	0	0	0	0	0.3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6974	0	0
taxid:365044|Polaromonas_naphthalenivorans_CJ2	0	0	0	0.0111	0.0014	0	0	0.0014	0	0	0	0	0	0	0.0013	0	0	0	0.0014	0	0	0.0014	0	0	0
taxid:365046|Ramlibacter_tataouinensis_TTB310	0	0	0	0.0019	0.0331	0.0035	0	0.009	0	0.0019	0	0.0018	0	0	0	0	0	0	0	0.0037	0.0112	0.0018	0.0111	0	0
taxid:365659|Streptococcus_mitis_B6	0	0.0499	0.1657	0.0035	0	0	0.1058	0.1399	0	0	0.1636	0.0672	0.2291	0.0106	0.1712	0	0.0518	0.0748	0.0776	0.0813	0.0179	0.1516	0	0	0
taxid:36630|Neosartorya_fischeri	0	0	0.000199999999995	0.0023	0.0048	0.0036	0.0019	0.0014	0.000199999999995	0	0.000199999999995	0.000500000000003	0.0021	0.0018	0.0044	0.000900000000004	0.000699999999998	0.000199999999995	0.000699999999998	0.000900000000004	0.0022	0.000999999999995	0.0032	0.0036	0.000500000000003
taxid:366602|Caulobacter_sp._K31	0	0.0127	0	0	0	0.0013	0.0013	0	0	0	0	0.0013	0	0	0	0	0.0013	0	0	0.0013	0	0.0013	0.0013	0.0013	0
taxid:367775|Cryptococcus_bacillisporus_VGI_WM276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0
taxid:367928|Bifidobacterium_adolescentis_ATCC_15703	0	0	0	0.0073	0	0.0036	0	0.4074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2306	0	0
taxid:36809|Mycobacterium_abscessus	0	0	0	0.0017	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0
taxid:36894|Pyramimonas_parkeae	0	0	0	0	0	0	0	0.6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5246	0	0	0
taxid:36911|Candida_lusitaniae	0	0.000699999999998	0	0.000599999999995	0	0.000599999999995	0.000599999999995	0.000599999999995	0	0.000699999999998	0	0.000599999999995	0.000599999999995	0	0	0	0	0.000599999999995	0	0	0.000599999999995	0.000599999999995	0	0.000599999999995	0
taxid:36914|Lodderomyces_elongisporus	0	0	0	0	0	0	0	0	0	0	0	0.000500000000003	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0	0
taxid:369723|Salinispora_tropica_CNB-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0
taxid:370553|Streptococcus_pyogenes_MGAS2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245	0	0
taxid:370554|Streptococcus_pyogenes_MGAS10750	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:371731|Rhodobacter_sp._SW_2	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0.0022	0	0.0022
taxid:373153|Streptococcus_pneumoniae_D39	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2485	0	0
taxid:373384|Shigella_flexneri_5_str._8401	0	0	0.0225	0	0	0.1066	0	0	0	0	0	0	0.0407	0.0066	0	0.1651	0	0	0	0	0	0	0.2124	0	0
taxid:373665|Yersinia_pestis_IP275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0
taxid:373903|Halothermothrix_orenii_H_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0
taxid:374833|Neisseria_meningitidis_053442	0	0	0	0.0662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374930|Haemophilus_influenzae_PittEE	0	0	0	0	0.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374931|Haemophilus_influenzae_PittGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205	0	0	0	0
taxid:375063|Haemophilus_influenzae_22.4-21	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0
taxid:375286|Janthinobacterium_sp._Marseille	0	0	0	0.0223	0.0736	0	0	0	0	0.0018	0	0	0	0	0	0	0.0018	0.0018	0	0	0	0	0	0.0037	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_4b10	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0.0073	0.0032	0.0032	0	0	0	0	0	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_9d03	0	0	0	0	0.003	0	0	0.0763	0	0	0	0	0	0	0.003	0	0	0.003	0	0.003	0	0.003	0.0118	0	0
taxid:376686|Flavobacterium_johnsoniae_UW101	0.00329999999999	0	0	0.0243	0.0012	0.0012	0.005	0	0	0.0012	0.0012	0	0	0	0.0037	0	0.0012	0.0045	0	0	0	0	0.0012	0.00250000000001	0
taxid:376758|Propionibacterium_phage_PA6	0.2656	0.7667	0.5077	0	0.7667	0.7633	0.2522	0.2556	0.2556	0	0.5111	2.2798	0.5111	0.5111	1.2778	0.2556	2.0445	1.7855	0.2556	0	1.5199	0.7667	0	0	0.2556
taxid:378753|Kocuria_rhizophila_DC2201	0	0.0028	0.0497	0	0	0.0028	0	0	0	0.0197	0.0028	0	0	0.00559999999999	0.00559999999999	0	0.0113	0.00559999999999	0	0.0028	0	0	0	0.00830000000001	0
taxid:378806|Stigmatella_aurantiaca_DW4/3-1	0	0	0	0	0	0	0	0	0.000699999999998	0.000699999999998	0	0	0	0	0	0	0	0	0	0.000699999999998	0	0	0	0	0
taxid:379066|Gemmatimonas_aurantiaca_T-27	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0
taxid:379731|Pseudomonas_stutzeri_A1501	0	0.0768	0.0497	0	0.0786	0.0774	0.0616	0.0456	0.0437	0.082	0.0337	0.0458	0.0686	0.0017	0.0231	0.0133	0.0566	0.0017	0	0.029	0.0453	0.0667	0.0481	0.0415	0.0393
taxid:38033|Chaetomium_globosum	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380358|Xanthomonas_albilineans_GPE_PC73	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380703|Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0.0016	0
taxid:380704|Aspergillus_niger_ATCC_1015	0	0	0.000199999999995	0	0	0	0	0.000199999999995	0.000199999999995	0.000599999999995	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0.000500000000003	0.000199999999995	0	0
taxid:381666|Ralstonia_eutropha_H16	0	0	0	0	0.0073	0	0	0.0534	0	0	0	0	0	0	0	0	0.0114	0	0	0.000999999999995	0	0.0061	0.000999999999995	0.003	0.0154
taxid:381754|Pseudomonas_aeruginosa_PA7	0	0.0191	0	0	0.0023	0.0023	0.0575	0	0.0134	0.0023	0.0012	0.0173	0.0034	0.0012	0.0744	0.0012	0.0023	0.0023	0	0	0.021	0.0035	0	0.0023	0.0478
taxid:381764|Fervidobacterium_nodosum_Rt17-B1	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251	0	0
taxid:382245|Aeromonas_salmonicida_subsp._salmonicida_A449	0	0	0	0	0	0	0.0015	0.0165	0	0	0	0	0.0015	0.0015	0	0	0	0	0	0	0	0	0	0	0
taxid:38286|Corynebacterium_afermentans	0	0	0	0	0.0041	0	0	0	0.0061	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0
taxid:38287|Corynebacterium_fastidiosum	0	0.0121	0	0	0	0	0.003	0.0587	0.00599999999999	0	0.0111	0	0.009	0.00559999999999	0.018	0	0	0	0	0	0	0	0.003	0	0
taxid:38301|Corynebacterium_minutissimum	0	0.0137	0	0	0	0	0	0.0028	0	0	0	0	0	0.0028	0.0028	0.0028	0	0.0028	0	0.0055	0	0	0	0	0
taxid:383372|Roseiflexus_castenholzii_DSM_13941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0
taxid:383631|Methylophilales_bacterium_HTCC2181	0	0	0	0	0.0061	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:384676|Pseudomonas_entomophila_L48	0.0016	0.0313	0.0077	0	0.0542	0.00520000000001	0.0604	0.0129	0.0116	0.0141	0.0103	0.0064	0.0206	0.00520000000001	0.0232	0.0245	0.054	0.0346	0.0155	0.0013	0.0077	0.0116	0.0077	0.0065	0.0077
taxid:384765|Labrenzia_aggregata_IAM_12614	0	0	0	0	0.0067	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0
taxid:385025|Cycloclasticus_sp._P1	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:386415|Clostridium_novyi_NT	0	0	0	0	0.3876	0.003	0	0.0135	0	0	0	0	0.0243	0	0	0	0	0	0	0	0	0.00599999999999	0.0149	0	0
taxid:386585|Escherichia_coli_O157:H7_str._Sakai	0.0051	0	0	0	0.1713	0	0	0.0579	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0
taxid:387092|Nitratiruptor_sp._SB155-2	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:387344|Lactobacillus_brevis_ATCC_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0
taxid:388396|Vibrio_fischeri_MJ11	0	0	0	0	0	0.0416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388399|Sagittula_stellata_E-37	0	0	0	0.0014	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388400|Bacillus_sp._B14905	0	0	0	0.0084	0	0	0	0.0017	0	0	0	0.0169	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388739|Roseobacter_sp._SK209-2-6	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0
taxid:388919|Streptococcus_sanguinis_SK36	0.0198	0.0183	0	0.073	0.1084	0.0127	0.0223	0.1218	0.0255	0	0.2072	0.0386	0.0598	0.0095	0.7862	0.0032	0.0095	0.0127	0.7197	0.0125	0.0324	0.4115	0.0788	0	0.0286
taxid:390235|Pseudomonas_putida_W619	0	0.0066	0.0066	0.0131	0.0132	0.0184	0.0184	0.0144	0.0026	0.0066	0.0131	0.0197	0.0131	0.0013	0.0039	0.0053	0.0053	0.0039	0.00520000000001	0.0026	0.0066	0.0068	0.0066	0.0066	0.00520000000001
taxid:391008|Stenotrophomonas_maltophilia_R551-3	0.0021	0	0	0	0	0.0017	0	0	0.0017	0	0	0.0017	0	0	0.0182	0	0	0.0017	0	0.0017	0	0	0	0	0.0139
taxid:391037|Salinispora_arenicola_CNS-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0
taxid:391038|Burkholderia_phymatum_STM815	0	0	0.000900000000004	0	0.0553	0.0026	0.0018	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391296|Streptococcus_suis_98HAH33	0	0	0	0	0	0.0835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391589|Roseobacter_sp._GAI101	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391591|Vibrio_shilonii_AK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0
taxid:391592|Caminibacter_mediatlanticus_TB-2	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391596|Pedobacter_sp._BAL39	0	0	0	0.0013	0	0.0184	0	0	0	0	0	0	0.0144	0.0013	0	0	0	0	0	0	0	0	0.0191	0	0.0131
taxid:391597|Limnobacter_sp._MED105	0	0	0	0.0092	0.0559	0.0267	0	0.0164	0	0.0022	0	0	0.00250000000001	0	0	0	0.0024	0	0	0	0	0	0.0173	0	0
taxid:391598|Flavobacteria_bacterium_BAL38	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027
taxid:391600|Brevundimonas_sp._BAL3	0	0	0.0021	0.0041	0	0.0104	0.0021	0	0	0	0	0	0.0043	0	0	0	0.0061	0.0157	0	0.0021	0.00250000000001	0.0021	0.0021	0.0535	0
taxid:391601|Stenotrophomonas_sp._SKA14	0	0.0015	0	0.0015	0.0091	0.0093	0.0107	0.0015	0.0015	0.0015	0.0152	0.009	0.0137	0	0.3422	0.0152	0	0.0604	0	0.021	0.0172	0.0416	0	0.0266	0
taxid:391606|Carboxydibrachium_pacificum_DSM_12653	0	0	0	0.0032	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0236	0.00329999999999	0
taxid:391612|Cyanothece_sp._CCY0110	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0.0013	0	0.0013	0
taxid:391613|Roseovarius_sp._TM1035	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391615|gamma_proteobacterium_HTCC5015	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391625|Plesiocystis_pacifica_SIR-1	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391735|Verminephrobacter_eiseniae_EF01-2	0	0	0	0	0.08	0.0255	0.0014	0.0585	0	0.0014	0	0	0	0	0	0	0	0.0014	0	0	0	0	0.0179	0.0014	0.0027
taxid:391774|Desulfovibrio_vulgaris_DP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0
taxid:391896|Rickettsia_bellii_OSU_85-389	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391904|Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	0	0.4327	0	0.2861	0.3674	0.367	0	0.0537	0	0	0	0.0047	0	0.2398	0	0	0	0	0	0.0281	0	0	0.3374	0	0
taxid:392423|Hydrogenivirga_sp._128-5-R1-1	0	0	0	0	0.0057	0.00250000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:392499|Sphingomonas_wittichii_RW1	0	0.154	0.0606	0.0643	0.0051	0.0116	0.0148	0.008	0.0192	0.0103	0.0399	0.0632	0.1082	0.0064	0.0076	0.0064	0.0583	0.0127	0.0232	0.0349	0.0039	0.0209	0.0136	0.0471	0.0141
taxid:393127|Listeria_monocytogenes_Finland_1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0
taxid:393130|Listeria_monocytogenes_J0161	0	0	0	0.0281	0.0102	0.00250000000001	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0.00250000000001	0	0	0	0.0328	0	0
taxid:393133|Listeria_monocytogenes_10403S	0	0	0	0	0.0078	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394104|Endoriftia_persephone_'Hot96_1+Hot96_2'	0	0	0	0	0.0022	0.0022	0	0.0021	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394221|Maricaulis_maris_MCS10	0	0	0.0023	0	0	0	0.0023	0	0	0	0	0.0045	0	0	0.0023	0	0	0	0	0	0	0	0	0	0
taxid:394503|Clostridium_cellulolyticum_H10	0	0	0	0.0418	0.0839	0.00559999999999	0	0	0	0	0	0	0.0055	0	0.0758	0	0	0	0	0.0145	0	0	0.0019	0	0
taxid:394|Sinorhizobium_fredii_NGR234	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0011	0	0	0	0.0044	0	0	0	0	0.0088	0	0	0
taxid:395019|Burkholderia_multivorans_ATCC_17616	0	0	0	0.0043	0.239	0.0669	0.0036	0.000500000000003	0	0.000500000000003	0	0.000500000000003	0.0298	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395491|Rhizobium_leguminosarum_bv._trifolii_WSM1325	0	0	0.000999999999995	0.000999999999995	0	0	0.000999999999995	0.015	0	0	0.0021	0	0.0021	0	0.0092	0	0	0	0	0	0	0	0	0.000999999999995	0.00830000000001
taxid:395492|Rhizobium_leguminosarum_bv._trifolii_WSM2304	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0.0011	0	0	0	0	0
taxid:395494|Gallionella_capsiferriformans_ES-2	0	0	0	0	0.098	0	0	0.0649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395495|Leptothrix_cholodnii_SP-6	0	0	0	0	0.0788	0.0307	0.0102	0.0542	0	0	0	0	0	0	0	0	0.0169	0.0107	0	0.0097	0	0.0015	0	0	0
taxid:395960|Rhodopseudomonas_palustris_TIE-1	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395965|Methylocella_silvestris_BL2	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396513|Staphylococcus_carnosus_subsp._carnosus_TM300	0	0	0	0	0.003	0.0189	0.003	0.0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0
taxid:396588|Thioalkalivibrio_sulfidophilus_HL-EbGr7	0	0.0022	0	0	0.00869999999999	0.0022	0	0.0022	0.0022	0	0.0044	0.0022	0	0	0	0	0.0022	0	0	0.0022	0	0	0	0.0022	0
taxid:396595|Thioalkalivibrio_sp._K90mix	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396596|Burkholderia_ambifaria_IOP40-10	0	0.0039	0	0	0	0	0.0147	0.002	0	0	0	0	0.000999999999995	0.000999999999995	0	0.000900000000004	0	0	0.000999999999995	0	0	0	0	0	0
taxid:396597|Burkholderia_ambifaria_MEX-5	0	0.000900000000004	0	0	0.0186	0	0.00289999999999	0.0263	0.0088	0.000999999999995	0.0011	0	0	0.000999999999995	0.0018	0	0	0	0	0	0.002	0	0.000900000000004	0	0
taxid:396598|Burkholderia_graminis_C4D1M	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0
taxid:396776|Coccidioides_immitis_H538.4	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0.000299999999998	0	0	0.000299999999998	0	0	0	0	0.000299999999998	0	0	0	0.000299999999998
taxid:39717|Paulinella_chromatophora	0	0	0	0	0.0707	0	0.0446	0	0	0	0	0	0	0	0.0372	0	0	0	0	0	0	0	0.0074	0	0
taxid:397945|Acidovorax_citrulli_AAC00-1	0	0	0	0	0	0.0014	0	0	0	0	0.0057	0.00830000000001	0	0	0	0.0014	0.0014	0.0014	0	0	0	0	0	0	0
taxid:398511|Bacillus_pseudofirmus_OF4	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398527|Burkholderia_phytofirmans_PsJN	0	0	0	0	0.0055	0	0.0263	0.0074	0	0	0	0	0.000900000000004	0	0	0	0	0	0.000900000000004	0.0073	0	0	0.0018	0.000900000000004	0
taxid:398577|Burkholderia_ambifaria_MC40-6	0	0.0129	0.000999999999995	0.002	0.031	0.000999999999995	0.00599999999999	0.0543	0.0157	0	0.002	0.0678	0.0793	0.000999999999995	0.0049	0.003	0.0203	0.002	0	0	0	0.00289999999999	0.0497	0.0099	0
taxid:398578|Delftia_acidovorans_SPH-1	0.0012	0.0034	0.0157	0	0.1352	0.0123	0	0.084	0	0	0	0.0163	0.0446	0	0.0278	0.0011	0.0286	0.0011	0.0034	0.0227	0	0.0095	0.0402	0	0.0078
taxid:398580|Dinoroseobacter_shibae_DFL_12	0	0.0017	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398767|Geobacter_lovleyi_SZ	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
