PercentCoverage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:313596|Robiginitalea_biformata_HTCC2501	0.00250000000001	0.0051	0	0.0024	0	0	0	0	0	0.00250000000001	0	0.0026	0.0023	0	0	0.0026	0.0048	0	0	0	0	0.0229	0	0	0.0026	0.0026	0.00250000000001	0	0.0026	0.00250000000001	0.00250000000001	0	0	0.0026	0	0	0	0.0026	0	0.0051	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0.00250000000001	0	0	0	0.005	0	0	0.0026	0	0	0	0	0.00250000000001	0.0026	0	0	0	0.0077	0	0	0.0024	0.00250000000001	0	0	0	0	0.0191	0.0144	0.00250000000001	0.0076	0	0	0	0
taxid:313603|Maribacter_sp._HTCC2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0
taxid:313606|Microscilla_marina_ATCC_23134	0	0	0.0034	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0.0027	0	0	0.0028	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0	0.000900000000004
taxid:313612|Lyngbya_sp._PCC_8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:313624|Nodularia_spumigena_CCY9414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00599999999999	0
taxid:313627|Bacillus_sp._NRRL_B-14911	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0.0446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0.0176	0	0	0	0	0	0	0	0	0	0	0.0075	0	0.0088	0	0	0.00869999999999	0	0	0	0	0	0	0	0	0	0	0
taxid:313628|Lentisphaera_araneosa_HTCC2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314225|Erythrobacter_litoralis_HTCC2594	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0.0027	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0.0027	0.003	0	0	0	0	0	0	0	0	0	0.00599999999999	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0
taxid:314260|Parvularcula_bermudensis_HTCC2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0.0031	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314270|Rhodobacteraceae_bacterium_HTCC2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314288|Vibrio_alginolyticus_12G01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314315|Lactobacillus_sakei_subsp._sakei_23K	0	0	0.0375	0	0	0	0	0.0049	0	0.0047	0	0	0	0	0	0	0	0	0.004	0.0047	0	0	0	0	0	0.0191	0	0	0	0.0047	0	0	0	0.0095	0	0	0.0189	0.0666	0	0	0	0	0	0.0339	0	0.0579	0	0	0	0	0	0	0	0.0441	0	0	0	0.0449	0	0.0646	0.0367	0	0	0	0	0	0	0	0.0148	0	0.0331	0.0806	0	0	0	0	0.0094	0	0	0	0	0	0.0686	0.014	0	0	0	0	0
taxid:314565|Xanthomonas_campestris_pv._campestris_8004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.0017	0	0	0.0108	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314607|beta_proteobacterium_KB13	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0
taxid:31532|Lactococcus_phage_sk1	0	1.2548	0	0	0	0	0	0	0.3128	0	0	0	0	0	0	0	0	0	0.3163	0.3093	0	0	1.2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5991	0	0	0	0	0.3163	0	0	0	0	0	0	0	0	0	0	0	0	1.898	0	0	0	0.3269	0	0	4.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31535|Pseudomonas_phage_D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31537|Lactococcus_phage_c2	0	0	0	0	0	0	0	0	0	0	0	1.6913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3653	0	0	0	0	0	0	0	0	1.2178	0	0	1.8582	0	0	0	0	0	0	0
taxid:315730|Bacillus_weihenstephanensis_KBAB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0.0071	0.0077	0	0.0048	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0
taxid:315749|Bacillus_cytotoxicus_NVH_391-98	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0.0065	0.0043	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0.002
taxid:315750|Bacillus_pumilus_SAFR-032	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.0022	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0.007	0	0	0	0	0.0022	0	0.0021	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.0094	0	0	0	0
taxid:316055|Rhodopseudomonas_palustris_BisA53	0	0	0	0	0	0	0	0	0	0	0.0016	0	0.0044	0	0	0	0	0	0	0.0017	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.0071	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00599999999999	0	0	0.0058	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0
taxid:316056|Rhodopseudomonas_palustris_BisB18	0	0.0016	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0.0016	0	0	0	0	0.0016	0	0	0	0	0.0032	0	0	0	0	0.0036	0	0	0	0	0	0	0.0016	0.0016	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0.0015	0	0	0	0.0016	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0.0017	0
taxid:316057|Rhodopseudomonas_palustris_BisB5	0	0	0	0	0.0054	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0037	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0.0018	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:316058|Rhodopseudomonas_palustris_HaA2	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.0043	0	0	0	0	0.0017	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0.003	0	0	0	0.0027	0	0	0	0	0	0.01	0	0	0.0017	0	0.0099	0	0	0	0	0.0034	0.0017	0	0	0	0	0	0	0	0	0.0095	0
taxid:316067|Geobacter_daltonii_FRC-32	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0
taxid:316273|Xanthomonas_campestris_pv._vesicatoria_85-10	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0.0102	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:316275|Aliivibrio_salmonicida_LFI1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:316278|Synechococcus_sp._RCC307	0	0	0	0	0	0.0048	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0.004	0	0	0	0	0	0.004	0	0	0	0.0081	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0
taxid:316279|Synechococcus_sp._CC9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:316385|Escherichia_coli_DH10B	0	0	0	0	0	0	0	0	0	0.0253	0	0	0	0	0	0	0	0	0	0	0.0019	0	0.00250000000001	0	0	0	0	0	0	0.3018	0.0019	0	0	0	0.0362	0	0	0	0.0092	0	0	0	0	0.012	0	0	0.0019	0	0	0	0	0	0	0	0	0	0.0019	0.0018	0	0	0	0	0	0	0	0	0	0	0.0258	0	0	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:316401|Escherichia_coli_ETEC_H10407	0	0	0.0095	0	0	0.012	0.0017	0.0783	0	0	0.0051	0.0068	0	0	0.0896	0	0	0.0763	0.0956	0	0.0121	0.0583	0.4746	0	0	0.0253	0	0	0	3.4271	1.5706	0	0	0.0051	0.005	0	0.2032	0.0268	0.4166	0.0066	0	0	0	2.3571	0.0133	0	0.00790000000001	0.0403	0.0014	0	0	0.0117	0	0.0069	0	0	0.0084	0.7951	0.0017	0.0017	0	0.1352	0	0.0402	0.0152	0	0	0.0017	0.021	0	0.133	0	0	0.005	0.0607	0	0	0.0221	0.0017	0	0	0	0.0113	0	0.0653	0	0	0	0.0692
taxid:316407|Escherichia_coli_str._K-12_substr._W3110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2418	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31754|Lactococcus_phage_BK5-T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:317655|Sphingopyxis_alaskensis_RB2256	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0.0027	0	0	0	0.0027	0	0	0.0028	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520000000001
taxid:318161|Shewanella_denitrificans_OS217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0
taxid:318167|Shewanella_frigidimarina_NCIMB_400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:318586|Paracoccus_denitrificans_PD1222	0	0	0.0016	0.0016	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.0017	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0015	0	0	0	0.0016	0	0	0.0034	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0.0017	0	0.0036	0.0051	0	0	0	0	0	0	0	0.0016	0.0034	0	0	0	0	0.0016	0.0017	0	0.0017	0	0	0	0
taxid:319224|Shewanella_putrefaciens_CN-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:319225|Chlorobium_luteolum_DSM_273	0	0	0	0	0.00329999999999	0	0	0	0	0.0035	0	0	0.0037	0	0	0.0114	0	0	0	0	0.0075	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0
taxid:31964|Clavibacter_michiganense_sepedonicum	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0.0053	0	0.0048	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0.0026	0	0	0	0	0	0	0.0026	0	0	0	0	0	0
taxid:319701|Streptococcus_pyogenes_MGAS6180	0	0.0142	0	0	0	0.0042	0	0.0049	0.0047	0.0044	0	0	0	0	0	0.0047	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0.0046	0	0	0	0	0	0.0047	0	0.0047	0.0047	0	0	0.0046	0	0	0	0	0	0.0047	0	0	0.0046	0	0	0	0	0.0095	0	0	0	0	0.0094	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0
taxid:319795|Deinococcus_geothermalis_DSM_11300	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163	0	0.0026	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0
taxid:320372|Burkholderia_pseudomallei_1710b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:320388|Burkholderia_mallei_SAVP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:320389|Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:32049|Synechococcus_sp._PCC_7002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:32051|Synechococcus_sp._WH_7803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.0038
taxid:320771|Pedosphaera_parvula_Ellin514	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:321314|Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_SC-B67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0	0	0	0.0671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.0051	0	0	0	0	0	0.0759	0.0073
taxid:321327|Synechococcus_sp._JA-3-3Ab	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0.0096	0	0.0031	0.0031	0	0.0031	0	0	0.0092	0	0	0.003	0	0	0	0	0	0	0	0	0.0031	0.0061	0.0122	0	0	0	0.0061	0	0.00289999999999	0	0	0	0	0	0.0035	0	0.0031	0.00289999999999	0	0.003	0.003	0	0.004	0	0	0	0	0	0	0	0	0	0.0031	0.0163	0.0026	0.00329999999999	0	0	0	0.0118	0	0	0	0	0.0061	0	0	0	0
taxid:321332|Synechococcus_sp._JA-2-3B'a(2-13)	0	0	0	0.0082	0	0.00289999999999	0	0	0	0	0	0	0.00250000000001	0.00289999999999	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0.0028	0	0	0	0	0.003	0.0031	0
taxid:321955|Brevibacterium_linens_BL2	0	0	0	0	0.002	0.0021	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0.018	0	0	0	0	0	0	0	0	0.0017	0.0021	0	0.002	0.0019	0	0	0	0	0.0019	0	0.0018	0	0	0.002	0	0	0
taxid:321956|Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365	0.0187	0	0	0	0	0	0	0	0	0	0	0.0437	0	0	0	0	0	0	0	0	0	0	0.0145	0	0	0	0	0.0433	0	0.0479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0.0046	0.0145	0	0	0	0	0	0.0339	0.0597	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0
taxid:321967|Lactobacillus_casei_ATCC_334	0	0	0.00289999999999	0.0538	0	0	0.0032	0.244	0.0365	0.0457	0	0	0.0118	0	0	0	0.00289999999999	0	0	0	0	0	0.0215	0.0123	0	0.0123	0.158	0	0	0	0	0	0	0	0	0	0	0.555	0	0	0.0092	0.0246	0	0.0765	0.0183	0.018	0.0118	0	0	0	0.0183	0.0031	0	0	0.0201	0.0796	0	0.052	0	0	0	0	0	0	0.0092	0	0	0	0	0	0	0.0057	0	0	0	0	0	0.0144	0	0	0.0825	0.1635	0.0247	0.00599999999999	0	0	0.0031	0	0.0184
taxid:322098|Aster_yellows_witches'-broom_phytoplasma_AYWB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:322104|Scheffersomyces_stipitis_CBS_6054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
