kegg_modules	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
M00277: PTS system, N-acetylgalactosamine-specific II component	0.000825906	0.0014315	0.0011707	0.00142412	0.00126823	0.00203605	0.00217689	0.00148945	0.00237936	0	0.00108475	0.0010766	0.000716099	0.00306098	0.000664828	0.00110215	0.000415471	0.00245077	0.00160314	0	0.00158795	7.38939e-05	0.00251808	0.0031741	0.000248579	2.4144e-05	0.00138535	0.000168329	0.00169881	0.00320442	0.00573477	0.00141301	0.00252695	0.000681558	0.00257521	0.00178407	0.000823369	0.00110884	0.00131363	0.00276815	0.00174891	0.000634212	0.00222256	0.00925598	0	0.00188799	0.000790025	0.000707348	0.00129363	0.000557545	0.00220763	0	0.000945482	0.0021801	0.00211737	0.000221793	0.00344917	0.00120059	0.00183094	0.00395824	0.00045013	0.00806627	0.00309605	0.00415969	0.0016719	0.00247463	0.00227265	0	0.00100132	0.002726	0.00368002	0.00137514	0.000538828	0.00281673	0.00147837	0.00514061	0.00068992	0.00334037	0.00118911	0	0.00442401	0.00168923	0.000419561	0.00135661	0.00157541	0.00431093	0.000424625	0.000578277	0.00132517
M00278: PTS system, sorbose-specific II component	0	0	0	0	0	4.77604e-05	0	0	0	0	0	0.000164837	0	0	0	0	0	0	0	0	0	0	0.000143773	0.000299655	0	0	0	0	5.01482e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235916	0	0	0	0	5.50727e-05	0	0	0	0	0	0.000287744	0	0.00012695	0	0	0.000390416	0	0	0	1.84783e-05	0	0	0	0	0	0	0	0	5.13647e-05	0	0	0	0	0	2.29654e-05	0	0	0	4.18423e-06	0	0	0	0
M00284: Origin recognition complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00285: MCM complex	0	0	9.8289e-07	0	0	0	5.85142e-06	0	0	0	0	5.79209e-07	2.87295e-08	0	0	3.08021e-06	0	0	4.83862e-07	0	0	0	0	0	0	8.81906e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34878e-07	5.97076e-07	0	9.42653e-09	0	0	0	0	0	0	0	0	0	0	1.43253e-06	0	0	0	2.32172e-11	6.80802e-07	0	0	9.61435e-09	0	0	0	0	0	0	1.92928e-07	5.11265e-07	0	0	2.34677e-08	0	0	1.02209e-05	0	0	0	0	9.80803e-08	6.2299e-07	0	0	0	0	0
M00286: GINS complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00287: PTS system, galactosamine-specific II component	0.000763712	0.000635571	0.000327855	0.000266758	0.000533997	0.000583627	0.000345221	0.000172522	0.000232725	0	5.36401e-05	0.000273494	2.44692e-06	0.000212242	8.50011e-06	0.000426508	3.50663e-05	0.000345096	4.98779e-06	0	0.000479813	0.000201944	0.0022679	0.00107388	5.86187e-05	5.2606e-06	0.000828731	1.12898e-05	4.98046e-06	0.000989775	0.00400451	0.000136212	0.00144289	0.000173423	0.000286027	0.000557909	9.17973e-06	0.000405612	5.93447e-05	0.000404663	0.00142745	4.91626e-06	2.8423e-05	0.00811054	0	0.00137663	0.000374691	1.81349e-05	1.76699e-05	9.01927e-06	7.52555e-05	0	9.06308e-05	0.000278654	0.000789523	0.000365645	0.00161342	0.000785213	9.83901e-05	0.000344052	7.19713e-05	0.0010188	7.98728e-05	0.00243386	0.000604804	0.00020067	0.000171027	0	0.000231855	0.000763853	3.03505e-05	0.000248098	3.65596e-05	0.000752698	0.000614771	3.5375e-05	0	0.0020223	0.000127142	0	0.000850849	0.000934056	8.8601e-05	0.000280884	0.00041646	0.000699303	3.77491e-05	3.61591e-05	0.000277879
M00290: Holo-TFIIH complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00295: BRCA1-associated genome surveillance complex (BASC)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00296: BER complex	0	0	0	0	0	0	2.12883e-08	4.25617e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52399e-12	0	0	0	0	0	0	0	0	0	0	0
M00299: Spermidine/putrescine transport system	0.0270243	0.0264797	0.0252889	0.0284629	0.0248736	0.0259707	0.0259706	0.0252489	0.0256632	0.0246539	0.0263701	0.0244097	0.0277411	0.0288412	0.0242168	0.0238281	0.0347687	0.0251167	0.0274444	0.0269493	0.0156729	0.0243935	0.0231218	0.0249156	0.0292339	0.0272816	0.0294933	0.0290149	0.0244921	0.02428	0.0179365	0.0219206	0.0253771	0.0262876	0.0259758	0.0273887	0.0324335	0.0248856	0.0238878	0.0253844	0.0262064	0.0311297	0.0244179	0.0162713	0.022667	0.0278732	0.0249525	0.028057	0.0288741	0.0252131	0.0218565	0.0282742	0.0282405	0.0286018	0.0255766	0.0294265	0.0223747	0.0323645	0.0188783	0.0217758	0.027274	0.0288512	0.0300206	0.0202664	0.0287905	0.0240225	0.026767	0.0229167	0.0227069	0.0267487	0.021531	0.025827	0.0268167	0.0273349	0.0280173	0.0253288	0.0208223	0.0204076	0.0271967	0.0269846	0.0270882	0.0276711	0.0247628	0.025689	0.0250998	0.0316134	0.0270136	0.0210661	0.027364
M00300: Putrescine transport system	0.00161933	0.00130109	0.00162697	0.00145362	0.0014536	0.00234819	0.00270104	0.00185338	0.00127852	0.00178759	0.00173795	0.00188251	0.00172268	0.00187956	0.00129855	0.00110964	0.00102686	0.00120285	0.0016398	0.00170617	0.000584051	0.00186419	0.00324158	0.00148486	0.00195819	0.00196946	0.00151592	0.00160192	0.000797135	0.00247213	0.00521372	0.001554	0.00140753	0.00195144	0.00168499	0.0022705	0.000929675	0.00183514	0.00328205	0.00159625	0.00147076	0.00224363	0.00110585	0.00510021	0.00156435	0.00206461	0.00210917	0.0015992	0.00166537	0.00118899	0.00142866	0.00125759	0.00126605	0.00221309	0.000722464	0.0015922	0.00217369	0.00174988	0.0010583	0.00344076	0.00152169	0.00320223	0.00193985	0.00139635	0.00152047	0.00132737	0.0018527	0.00129503	0.00210801	0.00154115	0.00170795	0.00199321	0.00210481	0.00213063	0.00250355	0.00170766	0.0011351	0.00201468	0.00135475	0.0011572	0.00183817	0.0015892	0.00123823	0.00163718	0.00236859	0.00133995	0.00101334	0.00321863	0.00173674
M00301: Mannopine transport system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00302: 2-Aminoethylphosphonate transport system	0	0	0	0	0	1.90882e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101005	0	0	8.53445e-08	1.83595e-07	0	0	2.81749e-12	4.51168e-15	0	0	0	5.1314e-09	0	0	1.08911e-05	0.00148961	0	0	2.49637e-07	0	1.14992e-09	0	0	0	8.93089e-07	0	0	0	0	0	0	0	1.29807e-07	0	0	0	0.00248062	0	5.49308e-08	1.41791e-06	0	0	0	4.55538e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52468e-08	0	0	8.26563e-09	0	0	0.000651685	0
M00304: PTS system, fructose-specific II component	0	0	0	0	7.36432e-07	0	0	0	0	0	0	0	0	2.14994e-06	0	0	0	0	0	0	3.42285e-06	0	9.27676e-11	2.64609e-05	0	0	7.52685e-06	0	2.74026e-06	0	0	1.62198e-06	1.83308e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23729e-06	0	1.09785e-05	0	2.5872e-06	0	7.19111e-06	0	0	0	0	0	0	0	0	0	0	4.72732e-06	0	0	0	0	0	0	0	0	2.17917e-06	3.06553e-06	0	1.56749e-07	0	0	1.26658e-05	0	0	0	0	0	0	4.02014e-07	0
M00310: Pyruvate:ferredoxin oxidoreductase	0.00301342	0.00260252	0.00345795	0.00281908	0.00189998	0.00337187	0.00598593	0.0021701	0.00428	0.00260791	0.00307182	0.00630451	0.00521851	0.000910847	0.00999839	0.00328162	0.00366351	0.00184055	0.00316003	0.00267898	0.00260905	0.00467009	0.00152786	0.00512988	0.00330441	0.0059634	0.0016116	0.00630132	0.00153876	0.00169348	0.000464434	0.00360659	0.00201287	0.00350334	0.00134565	0.00176559	0.000433337	0.00418351	0.00300862	0.0023023	0.00272076	0.00497563	0.00558359	0.00253385	0.00543666	0.00310544	0.00482247	0.00209126	0.00135022	0.00549447	0.000394934	0.00236517	0.00260541	0.00141196	0.00185592	0.00487568	0.00257961	0.00233352	0.0027506	0.000817274	0.0042114	0.00156277	0.00238334	0.00206429	0.00332597	0.00158509	0.00193835	0.00265115	0.00442257	0.00219525	0.00364632	0.00403648	0.0017524	0.00288939	0.00567849	0.00219849	0.00201646	0.00899278	0.00184983	0.00364706	0.00357646	0.00232812	0.00550172	0.00299369	0.00290511	0.000944373	0.00215628	0.00256735	0.00881758
M00311: 2-oxoglutarate:ferredoxin oxidoreductase	0.0145097	0.0174782	0.0136375	0.0172823	0.0164882	0.0155172	0.0301022	0.0137546	0.0254497	0.0221121	0.0202927	0.021852	0.0164323	0.0209625	0.017151	0.0195841	0.012573	0.0218185	0.0169634	0.0170111	0.0261573	0.0247492	0.0155174	0.00820299	0.0140785	0.0227395	0.0167036	0.0193278	0.0182718	0.0218814	0.0124242	0.0216552	0.0226467	0.021046	0.0116452	0.0228239	0.0275068	0.0204493	0.0120996	0.0213452	0.0135454	0.019803	0.0214002	0.000388125	0.0203999	0.0223981	0.0214987	0.0250194	0.0193401	0.0166	0.0296024	0.0222468	0.0235571	0.0114195	0.020217	0.0185767	0.017558	0.0240198	0.0204955	0.0116559	0.0152139	0.00920057	0.0220791	0.0112172	0.0139215	0.0238354	0.0272398	0.0221513	0.0207655	0.017682	0.0219724	0.0125018	0.0281505	0.0119496	0.0162253	0.0154425	0.0287223	0.0310957	0.01984	0.028602	0.0127666	0.020007	0.0175059	0.0194662	0.0148499	0.0260182	0.0200857	0.0174784	0.0121985
M00312: 2-oxoisovalerate:ferredoxin oxidoreductase	5.03983e-05	1.73637e-05	6.07869e-06	6.98549e-05	6.17673e-05	8.19848e-06	1.16599e-06	4.83277e-07	9.32151e-05	5.55593e-05	9.07718e-06	0.000181228	4.62888e-05	0	0.000196462	8.18573e-06	6.28347e-05	1.348e-06	0.000247397	0.000364538	1.05079e-06	0.000118428	3.41545e-09	0.000194163	0.000181696	0.000104207	2.44209e-06	0.000134732	3.60364e-05	2.16195e-08	0	0.000161078	5.12546e-06	2.78768e-05	1.23094e-07	4.0142e-06	4.30095e-07	1.40312e-05	2.08033e-06	1.0377e-05	4.14073e-05	2.0343e-05	7.79322e-05	4.32863e-07	0.000304755	1.43991e-05	1.43372e-05	0.000142564	4.90325e-07	0.000190694	0	0	7.26861e-05	0	1.98762e-06	0.000139201	0	1.15429e-06	8.1432e-07	5.00019e-07	0.000222649	1.40668e-07	1.6332e-06	7.86287e-06	4.21629e-05	4.07811e-05	2.97971e-06	7.6227e-05	1.62644e-05	7.03475e-06	6.83206e-06	3.56161e-05	2.24821e-05	5.57269e-06	2.51989e-05	9.35601e-06	1.52575e-05	5.19041e-05	2.53429e-05	2.11954e-06	0.000101036	9.78326e-06	5.09355e-05	2.31779e-05	3.57751e-07	0	1.00381e-05	1.76266e-06	0.000175866
M00317: Manganese/iron transport system	0	0	0	0	0	0.000380133	2.72428e-06	1.23006e-05	1.09656e-05	0	0	0	0	4.94818e-05	0	1.01193e-05	0	0	0	2.47965e-05	0.00018035	0	0.000580109	0	4.02496e-06	2.01038e-06	0	0	0	3.28499e-07	0.00311854	2.19922e-05	3.16943e-05	0.000276127	3.71709e-05	2.51548e-05	0	8.08389e-06	0.000993333	5.45475e-05	0	0	0	0.00435871	0	0.000216242	1.17338e-08	3.43358e-05	0.000131503	0	0	0	0	0	0	1.92686e-05	0	0	0.000134282	0.00487053	0.000201389	1.36009e-05	2.38407e-05	0	0	0	0	0	4.51096e-06	2.93509e-05	0	0	0	1.33987e-05	0	0	0	0	0	1.89669e-05	0.000202153	2.41853e-05	0	1.67966e-06	0.000300579	0	6.77616e-05	0.000147349	1.06897e-05
M00319: Manganese/zinc/iron transport system	0	0	0	0	9.64527e-06	0	3.48666e-05	8.38866e-06	8.55921e-06	4.31387e-06	0.000179349	1.11365e-06	0.000455556	2.84189e-05	0	8.17181e-06	2.53959e-06	6.55344e-07	4.55071e-06	0	6.8731e-06	0	0.000134168	0.00053806	4.3283e-05	2.02718e-07	0	0	0	1.07529e-09	1.2744e-06	0	0	0.000104306	1.16474e-06	0.00035979	0	2.10593e-06	6.86001e-08	0	3.25474e-05	0	0	0.00168125	1.5448e-05	3.18107e-07	1.93326e-08	0	1.8092e-08	1.73051e-05	0	0	0	1.17782e-06	9.25325e-07	0.000312512	1.72849e-08	0	0.00110215	3.90327e-05	0.000861681	0.000382636	2.42193e-08	0.000513196	0	0	1.02995e-06	0	1.1902e-06	4.87516e-05	0	0.000247557	2.61886e-05	0.000861136	3.73948e-06	1.77681e-07	0	8.89564e-07	0.000378704	0	0	0.00096623	4.65727e-07	0	2.32397e-06	8.15219e-07	0	1.71284e-06	5.68143e-06
M00321: Bicarbonate transport system	0	0	0	0	0	0	0	1.16355e-06	0	0	0	0	0	0	0	7.63724e-07	0	0	0	0	0	0	2.0015e-11	0	0	0	0	0	0	0	0	2.68972e-06	0	0	1.96078e-07	0	0	6.92123e-06	1.07253e-08	0	0	0	4.61236e-06	0	0	6.17267e-07	0	0	0	0	0	0	2.45892e-05	0	0	0	0	0	1.78773e-06	7.04915e-07	0	0	1.89908e-06	0	0	0	0	0	0	0	0	0	1.94001e-05	0	0	0	0	1.12296e-07	0	0	0	1.40616e-06	0	0	0	0	0	1.94949e-05	0
M00322: Neutral amino acid transport system	0	1.03249e-06	0	0	8.56139e-08	8.27621e-07	3.04178e-06	4.40474e-07	5.47857e-08	9.37921e-07	5.01197e-08	0	0	6.85314e-07	2.79914e-08	5.05149e-07	0	5.86864e-08	9.84476e-08	0	0	0	0	0	4.08733e-06	0	6.61616e-07	1.12812e-06	0	0	0	0	7.02642e-08	3.32023e-06	1.08595e-07	2.45484e-06	0	6.9511e-07	0	1.3889e-06	1.6391e-08	3.39224e-06	1.92368e-06	1.83337e-11	2.18758e-06	0	0	4.39658e-08	0	1.96976e-06	8.85475e-07	0	0	0	0	0	1.15021e-09	0	1.8046e-07	6.75148e-09	0	6.58616e-09	1.62661e-06	3.55352e-06	4.54573e-06	2.66794e-06	0	0	0	0	0	4.35427e-06	4.87967e-07	1.92245e-05	0	0	3.31703e-07	6.34411e-09	0	1.9577e-07	3.42302e-07	0	1.68871e-05	0	7.63503e-08	0	8.78279e-07	5.67159e-06	0
M00323: Urea transport system	1.6824e-05	0	0	0	0	1.09784e-05	2.7315e-07	2.13707e-07	0	1.02215e-05	1.92426e-07	0	0.000270164	2.16932e-07	0	1.40266e-07	0	0	0	5.57237e-08	0	0	0	4.26051e-06	0	0	4.7773e-08	0	0	9.11993e-10	0	0	1.69716e-07	0	0	8.90646e-07	0	0	1.64795e-05	8.96744e-07	0	2.05103e-06	2.9785e-07	3.7604e-10	0	0	5.00621e-07	5.8149e-07	0	4.10708e-05	0	0	0	1.63958e-08	0	0	1.41635e-10	0	0	4.40984e-06	0	1.71708e-06	2.84702e-06	2.26648e-07	3.76332e-07	4.98226e-08	0	5.30032e-06	4.57704e-08	0	4.18511e-07	0	0	0	0	0	0	0	6.89419e-06	1.51996e-06	0	0	1.79257e-07	1.00242e-07	1.02551e-05	0	8.55237e-08	1.23601e-05	1.25543e-07
M00324: Dipeptide transport system	0.000917504	0.000718389	0.000575773	0.000490583	0.000579329	0.00104203	0.00138804	0.000989387	0.000680122	0.000884067	0.000500797	0.00121529	0.000970862	0.000729387	0.000750607	0.000840921	0.000358483	0.000500196	0.000652047	0.000784329	0.000619684	0.000487411	0.00263617	0.000984813	0.000502674	0.000652922	0.000785208	0.00106756	0.000650026	0.00116803	0.00374528	0.000556945	0.000650712	0.000575914	0.00167976	0.00100968	0.000497498	0.00139825	0.00229819	0.00105821	0.0006847	0.00210029	0.000798365	0.00429921	0.000719197	0.000787948	0.0011537	0.000557947	0.000399364	0.000550584	0.000363873	0.000744486	0.000551339	0.0014511	0.00057809	0.00121289	0.00185243	0.000192208	0.000660524	0.00246948	0.000786687	0.00145687	0.000907027	0.000941779	0.000709321	0.000469684	0.000679494	0.000585679	0.000748058	0.000942374	0.00108857	0.00116805	0.000996919	0.000905531	0.00144837	0.000448292	0.000411129	0.0012115	0.000525632	0.000349074	0.000846402	0.000791504	0.000402607	0.000700461	0.000996934	0.000636473	0.000468317	0.00300686	0.00073476
M00326: RTX toxin transport system	4.75858e-05	0.000147764	0	0	0	4.5512e-06	2.41495e-06	0	0	1.7884e-05	0	5.99705e-05	1.95328e-05	0	0	1.8956e-05	0	3.42481e-05	0.000244012	4.75636e-05	0	0	0	0	0	1.08715e-05	0	0	8.84342e-06	8.0205e-07	0	0	0	5.33375e-05	0	2.20944e-05	0	0	0	0	0	0.000110094	0.000187662	0	3.02797e-05	3.01826e-05	0	2.89273e-05	0	8.5031e-05	0	0	1.17556e-05	9.0426e-05	2.68948e-05	7.08065e-05	0	0	0	9.50127e-07	0	0	0	0	9.27709e-05	0	0	6.46111e-06	4.84045e-05	0	0	0	3.88825e-05	0	0	0	0	0	0	0	0	0	4.61996e-06	0.00029725	0	0	0	6.24805e-07	3.32236e-06
M00331: Type II general secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000796061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00332: Type III secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00333: Type IV secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00334: Type VI secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62215e-05	0	0	0	0	0	0	0	0	4.27275e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43441e-07	0	0	2.38294e-05	0
M00335: Sec (secretion) system	0	0	0	0	0	0	0.00317459	0.00175369	0	0.00348866	0	0	0	0	0.00303328	0	0	0	0	0	0	0	0.0124999	0	0	0	0	0	0	0.0081182	0.0135233	0	0	0	0.0025224	0	0.00264297	0	0.00985537	0	0	0	0	0.00679509	0	0.00301661	0.00518877	0	0	0	0	0	0	0	0	0	0.00860947	0	0	0.0119707	0	0	0	0.00156019	0	0	0	0	0	0	0	0	0	0	0.00518953	0	0	0.00235314	0	0	0	0	0	0	0.00481689	0	0	0.00740929	0
M00336: Twin-arginine translocation (Tat) system	0	0	0.00263312	0	0	0	3.8074e-06	0	6.57272e-05	0	0	0	4.69025e-06	0	0	0	0	0	0	0.000141778	0	0	0.0040076	0	3.37594e-05	0	0	0.000189679	0	0.00102563	0.00481191	0	0	0	4.87019e-05	0	0.000159223	0.000268561	0.00101696	9.78843e-05	0	0	3.26554e-05	0.0105716	0	0	8.68884e-05	0	0.00150275	0	0	0	0	7.58374e-05	0	0	0.00488168	0.00167834	0	0.00411832	4.30845e-05	0.000939773	0	0	0	0.000139439	0	7.58966e-06	0.00194073	0	0	0	0	0	0	0	0	0.000310892	0	0	0	0.000128979	0	0	0.00294488	0	0	0.000693883	0
M00337: Immunoproteasome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00340: Proteasome, 20S core particle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00341: Proteasome, 19S regulatory particle (PA700)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00342: Bacterial proteasome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253388	0	0	0	0	0	9.69147e-05	0	0	0	0.000164252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110498	0	0	0	2.75272e-05	0	0	0	0	0	0	0	0.000134463	0	0	0	0	0	0.000336792
M00346: Formaldehyde assimilation, serine pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00347: Methanogenesis, formate => methane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00348: Glutathione transport system	0.000803732	0.000728014	0.00105718	0.000869023	0.000582982	0.000950231	0.00116462	0.00108555	0.000869123	0.000780963	0.000472905	0.000526703	0.000486443	0.00112171	0.000590924	0.00111144	0.000804152	0.00102563	0.00100947	0.000865327	0.000434248	0.000322419	0.00129489	0.000887168	0.000668542	0.000850572	0.00155471	0.000527013	0.00121251	0.000990367	0.00314616	0.000647261	0.000774773	0.000935341	0.00116076	0.000850051	0.000871095	0.000925004	0.00176068	0.00182172	0.000933334	0.000782062	0.000807322	0.00297358	0.000343187	0.000576925	0.000847479	0.000668435	0.000652914	0.00103468	0.00113984	0.000865477	0.000766679	0.00236785	0.000678119	0.000517931	0.00135225	0.000553689	0.000494351	0.00225958	0.000595522	0.00337106	0.000728243	0.00100434	0.000834709	0.000530268	0.000849232	0.000704053	0.000288567	0.000789547	0.000909406	0.00148905	0.000481198	0.000692194	0.00101254	0.00058672	0.000420972	0.00122021	0.000590915	0.000761102	0.00107317	0.00126314	0.000730087	0.000583096	0.000718412	0.00096682	0.000610663	0.00256634	0.000604104
