kegg_pathways	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
ko00640: Propanoate metabolism	0.00739411	0.0067653	0.0075747	0.00718346	0.00695615	0.00675498	0.00786377	0.00672481	0.00722462	0.0071479	0.00618927	0.0074723	0.00782065	0.00699866	0.00806591	0.00681105	0.00724797	0.00720254	0.00750748	0.00713135	0.00610825	0.0069329	0.00667662	0.00719123	0.00700269	0.0068434	0.0071796	0.00707804	0.00735835	0.00744847	0.00805537	0.00710723	0.00666849	0.00670302	0.00718823	0.00731823	0.00753477	0.00694428	0.00698794	0.00738884	0.00715177	0.0070127	0.00731584	0.00842974	0.00705926	0.00640103	0.00696463	0.00686252	0.00698236	0.00711345	0.00691986	0.00706677	0.00678598	0.0077668	0.00737717	0.00705974	0.00752026	0.00629607	0.00612728	0.00703876	0.0073186	0.00703542	0.0069808	0.00727802	0.00712024	0.00697701	0.00706825	0.00679627	0.00671378	0.00685701	0.00755983	0.00706291	0.00666709	0.00724714	0.00743096	0.00723275	0.00700617	0.00775952	0.00689475	0.0068418	0.00654474	0.00715663	0.00720313	0.00709551	0.0069331	0.0073859	0.00690262	0.00651339	0.00737386
ko00642: Ethylbenzene degradation	7.60946e-06	2.93683e-07	3.81094e-07	5.4543e-08	2.31113e-07	2.64852e-07	3.99667e-07	4.85546e-08	4.1661e-07	3.54714e-07	1.12096e-07	2.24676e-05	1.69902e-08	1.61726e-07	3.03166e-08	9.36636e-07	2.29691e-07	0	9.26369e-08	4.83841e-07	2.86314e-08	9.67341e-08	6.42083e-07	2.53051e-07	1.25086e-07	1.06919e-06	4.83812e-07	1.59466e-07	1.73208e-06	2.66957e-07	1.18679e-06	0	1.1906e-07	3.02056e-07	4.1061e-07	1.01749e-07	7.66782e-08	1.92741e-07	6.47654e-07	1.0051e-07	2.46189e-07	2.02895e-05	6.09242e-08	3.69576e-06	8.37474e-08	1.94642e-07	1.3943e-06	1.12293e-07	1.25881e-07	4.20989e-08	1.82485e-07	0	1.13682e-07	5.70002e-07	1.99777e-07	4.21401e-08	3.92162e-07	1.63034e-07	1.0566e-07	9.54337e-07	1.34111e-07	8.21463e-07	3.16649e-06	3.65168e-07	7.43927e-08	1.35675e-07	1.12412e-07	1.93352e-07	1.76836e-08	9.95117e-08	2.05098e-07	2.52953e-07	1.13337e-06	7.47019e-07	2.06695e-07	3.12956e-07	1.13058e-07	2.82795e-07	2.92481e-07	2.37342e-07	1.48156e-07	3.11977e-07	2.3176e-07	4.47445e-08	1.75075e-07	5.22132e-07	2.05602e-07	4.51759e-06	9.03306e-08
ko00643: Styrene degradation	1.00878e-05	1.14394e-05	1.39305e-06	0	0	6.98656e-07	0.00131568	3.03499e-07	0	4.49564e-06	9.31879e-06	0.00114642	3.34762e-05	0	1.32152e-05	4.80409e-06	0	0	5.89832e-06	0	9.67664e-06	0.000623003	5.79467e-06	0	6.99551e-07	0	2.18784e-05	0.00066334	1.20062e-06	3.89893e-07	0	1.65948e-05	1.12399e-06	0	0	6.38098e-06	0	0.000790409	0.000749172	0	0	0.0011582	4.97285e-05	0	6.71039e-08	5.75435e-06	5.04121e-07	0	0	1.81438e-07	8.61944e-06	1.80777e-06	0	0	0	1.72798e-05	1.96776e-06	0	5.06628e-06	0.0012665	1.23789e-05	0.00176212	0.00131513	0	0	5.29008e-06	7.90159e-06	1.97575e-07	0.000756816	9.92573e-06	1.6982e-06	0	0.00124602	7.23846e-06	1.08659e-05	0	5.99849e-06	7.02985e-06	0	2.06244e-06	0	7.26074e-08	2.41986e-06	0	6.18125e-06	0	0	0.00133014	0.000844853
ko00650: Butanoate metabolism	0.00690368	0.00739697	0.00755716	0.0073716	0.00731553	0.00740122	0.00831803	0.00711181	0.00809557	0.007212	0.0070588	0.00758204	0.00759422	0.00716072	0.00778806	0.00739472	0.00753085	0.0075839	0.00760833	0.00706767	0.0069652	0.00745275	0.00733933	0.00759591	0.00739824	0.00751963	0.00676113	0.00725661	0.00711002	0.00742175	0.00863506	0.00740666	0.00750718	0.00722481	0.00711275	0.00704016	0.00707018	0.00778914	0.00807281	0.0077315	0.00722313	0.00751339	0.00751046	0.0089956	0.00766157	0.00694196	0.00763052	0.00788709	0.00722072	0.00720442	0.00728925	0.00735621	0.00733615	0.00730004	0.00706323	0.00707095	0.007929	0.00706745	0.00773602	0.00817034	0.00747622	0.00759715	0.00753448	0.00722902	0.00719092	0.00698557	0.00707935	0.00742913	0.00785228	0.00746161	0.00783807	0.00677802	0.00786131	0.00755602	0.00792977	0.00702761	0.00711801	0.00854977	0.00681295	0.00730992	0.00686397	0.00742221	0.00786332	0.00767907	0.00783235	0.00731194	0.00685621	0.00739612	0.00694096
ko00660: C5-Branched dibasic acid metabolism	0.0180764	0.0167602	0.0185704	0.0168507	0.0174551	0.0170511	0.0157408	0.0173475	0.0167148	0.0185921	0.017013	0.0147449	0.0169979	0.0177571	0.0168264	0.0168764	0.0190748	0.0141417	0.0178653	0.019285	0.016047	0.0135504	0.0160215	0.0188135	0.0176195	0.0149519	0.0179391	0.0138625	0.0178023	0.0174692	0.0154307	0.0183572	0.0148149	0.0192111	0.0186715	0.0167667	0.0169013	0.015293	0.0163892	0.0166331	0.018533	0.0143578	0.0167548	0.0162139	0.0155952	0.0171735	0.0161369	0.0164005	0.0182249	0.0174644	0.0174912	0.0182089	0.0179078	0.0190794	0.0160999	0.0149986	0.0171592	0.0187956	0.014523	0.0180238	0.0173695	0.0152472	0.0163811	0.0188602	0.0178799	0.0190977	0.0168498	0.0183459	0.0199681	0.0184155	0.0192411	0.0184042	0.0145135	0.0193304	0.018275	0.0184503	0.0189377	0.0164673	0.0168261	0.0159209	0.0166555	0.0173598	0.0186638	0.0184437	0.0166057	0.01611	0.0176017	0.0135752	0.0145666
ko00670: One carbon pool by folate	0.02057	0.0215606	0.0202827	0.0204541	0.0205764	0.0209274	0.0225822	0.0207568	0.0222459	0.0211972	0.0210169	0.0214882	0.0219186	0.0209183	0.0213082	0.0206748	0.0218921	0.0227102	0.0203778	0.0203054	0.0208722	0.024377	0.0191126	0.0201875	0.0204477	0.0219511	0.0201653	0.021951	0.0213585	0.0211709	0.0187846	0.0211815	0.0220576	0.0210196	0.0194261	0.021327	0.0219513	0.0221984	0.0189259	0.0212099	0.0202578	0.0223134	0.0209707	0.0164809	0.0212484	0.0195675	0.0206211	0.0221256	0.022363	0.0220381	0.022198	0.0220355	0.0226697	0.0202779	0.0212605	0.0208097	0.0224312	0.0200634	0.0237257	0.0194077	0.0205515	0.0198878	0.0211164	0.0208517	0.0203761	0.0228224	0.0214766	0.0214188	0.0224222	0.0207277	0.0209988	0.0214778	0.0238879	0.0199798	0.0232536	0.019741	0.0224473	0.0202296	0.0220039	0.022647	0.0195199	0.0214841	0.0233746	0.0212774	0.0217343	0.0235354	0.021405	0.0224677	0.0229952
ko00680: Methane metabolism	0.00617295	0.00607888	0.00612684	0.00616533	0.00586437	0.00598171	0.00793622	0.00594194	0.00660838	0.00609134	0.00586021	0.00680855	0.00627529	0.00609761	0.00618161	0.00694416	0.00611766	0.00629036	0.00626645	0.00592029	0.00567051	0.00680817	0.00549091	0.00599479	0.00621453	0.00682415	0.00637092	0.00658863	0.00615638	0.00611217	0.00583316	0.00600088	0.00642143	0.00594116	0.00597446	0.00692465	0.00601697	0.00636794	0.00597184	0.00672263	0.00609407	0.00669144	0.00631832	0.00471542	0.0062406	0.005715	0.00639972	0.00646665	0.0059941	0.00633522	0.00586722	0.00599978	0.00627443	0.00673569	0.0061135	0.00637337	0.00604349	0.00548777	0.00569314	0.00556373	0.00604213	0.00728394	0.00652182	0.00626043	0.0064386	0.00595096	0.0063386	0.00612668	0.00610892	0.00615517	0.00688142	0.00673531	0.00631283	0.00625138	0.00644042	0.00554429	0.00619077	0.00940913	0.0058647	0.00640085	0.00610411	0.00658517	0.00661587	0.00625404	0.00605023	0.00624857	0.00630125	0.00639523	0.0067791
ko00710: Carbon fixation in photosynthetic organisms	0.000130871	9.41872e-05	9.13767e-05	4.16829e-05	6.09652e-05	8.26723e-05	9.42234e-05	0.000110414	3.62865e-05	6.1635e-05	7.66384e-05	8.82324e-05	6.81548e-05	8.4436e-05	4.65281e-05	8.49521e-05	0.000146287	4.16974e-05	7.64459e-05	0.000120161	4.33568e-05	8.20552e-05	0.000160182	0.0001407	8.12618e-05	8.75217e-05	0.000132998	0.000140944	0.000110996	9.50445e-05	0.000283636	9.0666e-05	4.20414e-05	4.5016e-05	8.25786e-05	7.52926e-05	2.15148e-05	8.72833e-05	0.000179912	3.4656e-05	7.06836e-05	0.000100115	6.81369e-05	0.000464319	6.84093e-05	6.57073e-05	0.000130999	7.72963e-05	3.13131e-05	7.86414e-05	2.76011e-05	7.17983e-05	4.97723e-05	5.30275e-05	4.59897e-05	9.43717e-05	8.66517e-05	3.51108e-05	6.99737e-05	0.000256835	7.25833e-05	8.62163e-05	0.000110546	0.000232623	0.000116002	5.72329e-05	2.99395e-05	9.46955e-05	5.91142e-05	6.0245e-05	4.99343e-05	0.000155912	9.12377e-05	0.000118584	7.7316e-05	6.92567e-05	4.15603e-05	0.000115513	3.97967e-05	4.87495e-05	0.000126577	4.90701e-05	6.85335e-05	5.22189e-05	0.000107052	1.47138e-05	5.01173e-05	0.000241894	0.000147914
ko00720: Carbon fixation pathways in prokaryotes	0.0125691	0.0131947	0.0131603	0.0131866	0.0127856	0.0123788	0.0152831	0.012491	0.0142332	0.013464	0.0136606	0.0135042	0.0141863	0.0129138	0.0137827	0.0135491	0.0128022	0.0132761	0.0132303	0.012783	0.0142865	0.0142013	0.012694	0.012339	0.0124316	0.0133559	0.0127822	0.0131872	0.0135293	0.0135643	0.0129596	0.0134272	0.0136827	0.0135737	0.0120394	0.0135253	0.0141487	0.0137835	0.0123871	0.0133849	0.0124731	0.013956	0.0139703	0.0104814	0.0136266	0.0139865	0.0140059	0.0144932	0.0137104	0.0133858	0.0148238	0.0139037	0.0133772	0.0125191	0.0132022	0.013545	0.0132584	0.0139659	0.0137675	0.0129257	0.0126738	0.0113302	0.0140309	0.0128137	0.0128112	0.0135464	0.0136561	0.0131672	0.0136579	0.0133189	0.0137853	0.0123239	0.014697	0.0125044	0.0134686	0.0127824	0.0142698	0.0153727	0.0130734	0.0142372	0.0122578	0.0137855	0.013678	0.0130672	0.0132421	0.0138325	0.0129708	0.0137152	0.0131337
ko00730: Thiamine metabolism	0.0211057	0.0196496	0.0190617	0.0201004	0.0192756	0.0198421	0.0199115	0.0200923	0.0182993	0.0185416	0.0212563	0.0188364	0.0194418	0.0197372	0.0193774	0.0193673	0.0196612	0.0196406	0.0183312	0.0209246	0.0214491	0.021301	0.0198381	0.0204608	0.0192216	0.0195078	0.0207606	0.0206083	0.0210611	0.0188811	0.0196936	0.0192483	0.0183754	0.0214609	0.0211874	0.0178671	0.0177974	0.0217963	0.0180148	0.0168565	0.0212225	0.0208019	0.0192911	0.0142508	0.0202895	0.0212443	0.0194482	0.0185492	0.0190003	0.0206422	0.020496	0.019631	0.0191223	0.0186174	0.0195189	0.0204489	0.0169444	0.0202523	0.0200836	0.0188473	0.019332	0.0186783	0.022598	0.0196142	0.0206329	0.0199904	0.0176392	0.0204848	0.0175115	0.0199892	0.0178915	0.0217213	0.0214715	0.0219169	0.0197245	0.0226782	0.0177814	0.0188224	0.0190291	0.0189479	0.021782	0.0173532	0.0195502	0.0183878	0.0211855	0.0176505	0.0191133	0.0206107	0.019424
ko00740: Riboflavin metabolism	0.0124537	0.0133328	0.0117013	0.0130852	0.0146404	0.0133458	0.0120761	0.0123632	0.0139025	0.0116508	0.0136563	0.0107064	0.0122994	0.0149923	0.0121831	0.0121396	0.0119801	0.0130332	0.0094942	0.0116625	0.0131628	0.0100632	0.0136593	0.013128	0.0102303	0.0108919	0.0123902	0.0110211	0.0140127	0.0132047	0.0142598	0.0128322	0.0139077	0.0131832	0.01457	0.0117722	0.0137484	0.0120948	0.0119316	0.0126392	0.0143657	0.00963994	0.012265	0.0110369	0.00997373	0.0130805	0.01169	0.0122305	0.0138897	0.0113692	0.0135832	0.0143595	0.0124899	0.0132053	0.0143041	0.0117849	0.0139777	0.0139799	0.0111261	0.0123576	0.0110891	0.0110866	0.0124635	0.0113736	0.0115144	0.0137668	0.0138763	0.0131292	0.01181	0.0119181	0.0114614	0.0100271	0.0130594	0.0129686	0.0115357	0.012197	0.0118636	0.00976603	0.0146513	0.0135968	0.0130711	0.0106595	0.0104819	0.0114489	0.0120951	0.012728	0.0121413	0.0105379	0.00818598
ko00750: Vitamin B6 metabolism	0.0129591	0.0160605	0.0147132	0.0169716	0.0157099	0.0154173	0.0139153	0.0161738	0.0154133	0.0160042	0.017636	0.015026	0.0141517	0.0162336	0.0129149	0.0144748	0.0169018	0.0148478	0.016876	0.0155608	0.0182432	0.0174258	0.0160571	0.0150296	0.0143337	0.0153294	0.0154483	0.015038	0.0151867	0.0154462	0.0148243	0.0147214	0.0157524	0.0169574	0.0153424	0.0163925	0.0156812	0.0158974	0.0150321	0.0156309	0.0166388	0.0147827	0.017338	0.0121953	0.016486	0.0175716	0.0162629	0.0150832	0.0157255	0.0168883	0.0176302	0.0167733	0.0161904	0.0144977	0.016544	0.0166008	0.0146854	0.0175371	0.0155381	0.0160829	0.0153936	0.0129813	0.0148102	0.0158343	0.0163434	0.0159915	0.0166789	0.0151827	0.0164735	0.0149305	0.0136374	0.0149779	0.0181498	0.015208	0.0170192	0.0152089	0.0175778	0.0150959	0.0161161	0.0166921	0.0158602	0.0162464	0.016624	0.0146047	0.0155971	0.0162407	0.0163904	0.0154872	0.0146399
ko00760: Nicotinate and nicotinamide metabolism	0.0125514	0.0127195	0.0124704	0.0129326	0.0132897	0.0133364	0.0130367	0.0131239	0.0134746	0.0124563	0.0134049	0.0128293	0.0123859	0.0125336	0.0117139	0.0129132	0.0126772	0.0128154	0.0124709	0.0132517	0.0141177	0.0125991	0.0131237	0.0123222	0.0127053	0.011723	0.0133512	0.0130032	0.01316	0.0126551	0.0128865	0.0125313	0.0138154	0.0129922	0.0133271	0.0133455	0.0139444	0.0136504	0.0124113	0.0124482	0.0131443	0.0129336	0.0126153	0.0135541	0.0131055	0.0136989	0.0134086	0.0126196	0.0134365	0.0128969	0.0138015	0.0135963	0.012732	0.0118027	0.0131013	0.0135555	0.0124495	0.0137494	0.0134677	0.0126722	0.0122718	0.0123283	0.0134025	0.0144151	0.0123415	0.013804	0.0124297	0.0127318	0.0121619	0.0135466	0.0126913	0.0128494	0.0134782	0.0126289	0.0123143	0.0122758	0.0133193	0.0136753	0.0128805	0.0131759	0.0119499	0.0127023	0.0129392	0.0118363	0.0131555	0.0128413	0.0139337	0.013362	0.0119491
ko00770: Pantothenate and CoA biosynthesis	0.0189254	0.0201132	0.0201489	0.019737	0.0190662	0.0192709	0.0184809	0.0206118	0.0188229	0.0192999	0.0190293	0.0175573	0.018867	0.0198952	0.0199081	0.0201872	0.0207121	0.0192273	0.0192331	0.0192308	0.0197511	0.0172576	0.0185402	0.0195445	0.0202765	0.0185191	0.0193364	0.0164956	0.0197482	0.0185536	0.0180408	0.0191901	0.0202358	0.0206345	0.0196172	0.0189284	0.018617	0.0186411	0.0181254	0.0191162	0.0198184	0.0176648	0.0192764	0.0165582	0.0187113	0.0206893	0.0184006	0.0188074	0.0192955	0.0184546	0.0193303	0.0193564	0.0192182	0.0188679	0.0198968	0.0187063	0.0186327	0.0201603	0.0200174	0.0187213	0.0204259	0.0195816	0.0197752	0.0200292	0.0197685	0.0197641	0.0203937	0.0194152	0.0201848	0.0191957	0.0208991	0.0182656	0.0174375	0.0200199	0.0192096	0.0193515	0.0197116	0.0187131	0.0193303	0.0199469	0.0191157	0.0202111	0.0186366	0.0189062	0.0185714	0.0188177	0.0184959	0.0173338	0.0163178
ko00780: Biotin metabolism	0.0134525	0.0157998	0.0153479	0.0168251	0.0162998	0.0160865	0.0150406	0.0144667	0.0199409	0.0172669	0.0114072	0.0142356	0.0124498	0.0186921	0.0172619	0.0162882	0.0148166	0.0190889	0.0142671	0.0148315	0.0105108	0.0111438	0.0145559	0.0138398	0.0136522	0.0138375	0.01693	0.00994598	0.017604	0.018388	0.0177634	0.0191823	0.0179904	0.0138804	0.0163185	0.0163701	0.0219051	0.0132732	0.0151393	0.0175441	0.0156757	0.0138929	0.0121348	0.0136787	0.01334	0.0115437	0.0133145	0.0171162	0.0181559	0.0124909	0.0168076	0.0201258	0.0170759	0.0150613	0.0177098	0.0128909	0.0186389	0.0122337	0.0117291	0.0130459	0.014485	0.0100918	0.0161409	0.0132629	0.0144706	0.0179539	0.0184032	0.0188031	0.0180528	0.0157927	0.0170553	0.0148304	0.0109288	0.0135087	0.0134945	0.0124805	0.0172735	0.0133166	0.019097	0.0189829	0.0126672	0.0141361	0.0119744	0.0164647	0.0140276	0.0230976	0.018194	0.0119035	0.0105398
ko00785: Lipoic acid metabolism	0.00760264	0.00757929	0.00804754	0.0107147	0.00903694	0.0092673	0.00902761	0.00899461	0.013176	0.0106995	0.00472142	0.00649979	0.00726814	0.0124969	0.0085169	0.00840291	0.00831177	0.0111362	0.00782601	0.0071163	0.00308433	0.00684981	0.00715853	0.00604566	0.00996461	0.00912825	0.00908982	0.00670678	0.01182	0.0126934	0.0114338	0.0102375	0.0148155	0.00667522	0.00652949	0.0102541	0.0170606	0.00629857	0.00849805	0.0125085	0.00772847	0.00498052	0.00634247	0.0103718	0.00664839	0.00371109	0.00681915	0.0128925	0.0114593	0.00580008	0.0119977	0.0124599	0.0112219	0.00713683	0.0112325	0.00601916	0.0130809	0.00747017	0.00723793	0.00549027	0.00542366	0.00672785	0.00819133	0.00776619	0.00662967	0.00936665	0.0158668	0.0103315	0.0100727	0.00814362	0.0114655	0.00657435	0.00646475	0.00617084	0.00565094	0.00401288	0.0107016	0.0116681	0.0123843	0.0138735	0.00285134	0.0120853	0.00562445	0.0108318	0.00739136	0.0153075	0.0113297	0.00729782	0.00503716
ko00790: Folate biosynthesis	0.0111962	0.0130015	0.0103766	0.0136336	0.0121553	0.0123425	0.0110671	0.0127433	0.0164594	0.0126877	0.0133301	0.0106017	0.0110297	0.0125133	0.0141533	0.0104968	0.0127289	0.016338	0.0111438	0.0104231	0.0133398	0.0115888	0.014931	0.00980655	0.0122549	0.0120508	0.0128018	0.0106905	0.0142413	0.0148022	0.0112828	0.013181	0.0182481	0.0130259	0.0107791	0.0131636	0.0157385	0.0112744	0.0116833	0.0151916	0.0115183	0.00716794	0.0104974	0.0132871	0.0111837	0.0113933	0.0114204	0.0136303	0.016962	0.0107879	0.0147171	0.0133214	0.0142772	0.0165143	0.0139368	0.0112804	0.0155003	0.0143674	0.0145735	0.0107935	0.0117761	0.0084452	0.00892622	0.0138526	0.0109635	0.0136072	0.0143938	0.0138659	0.0141228	0.0139998	0.0153062	0.011295	0.00949417	0.0103882	0.0114626	0.0116659	0.0108566	0.00994618	0.0152964	0.015168	0.0100024	0.0129962	0.00968066	0.0127469	0.0114806	0.0154906	0.0149465	0.00788258	0.00998998
ko00791: Atrazine degradation	0.000671199	0.000788313	0.00126938	0.000807912	0.000604609	0.00107485	0.00124025	0.000901623	0.000976774	0.000897882	0.000943316	0.00156636	0.00114904	0.000917991	0.000704604	0.00110697	0.000935527	0.000786067	0.00127576	0.00104964	0.00107567	0.00146159	0.00105783	0.00102229	0.00131228	0.00134326	0.00093882	0.00164594	0.000841408	0.000686132	0.00102393	0.00104845	0.000789581	0.00109345	0.000841512	0.000994837	0.000763925	0.00144885	0.000937396	0.00133919	0.000880656	0.00194841	0.00134298	0.00104381	0.00109478	0.00114759	0.00181599	0.0011287	0.000777551	0.00117891	0.00100839	0.000819472	0.000721599	0.00164337	0.000812873	0.00157771	0.000917144	0.00107399	0.0010847	0.00126032	0.0010507	0.00274485	0.00158577	0.00122125	0.000959456	0.000869292	0.000730531	0.00083255	0.00123251	0.00110482	0.00117346	0.00130665	0.00234526	0.00115993	0.00157461	0.000811323	0.00108722	0.00103883	0.000689778	0.000879521	0.0011288	0.000980502	0.00149589	0.000783929	0.00107253	0.000948551	0.000860437	0.00230564	0.00144608
ko00830: Retinol metabolism	7.14491e-05	5.11029e-05	5.17664e-05	9.58624e-05	0.000143619	5.91148e-05	0.000106631	6.69957e-05	0.000121888	0.000143114	6.85854e-05	0.000101131	4.12329e-05	2.11224e-05	6.86833e-05	7.6808e-05	3.96518e-05	5.72915e-05	6.07912e-05	0.000139367	5.82673e-05	0.000137747	3.22572e-05	7.15796e-05	9.28842e-05	7.80567e-05	4.81007e-05	5.42246e-05	0.000186725	0.000108535	0.000141643	7.35953e-05	5.08294e-05	5.6009e-05	7.39272e-05	0.000101922	0.000264364	7.18435e-05	5.96265e-05	0.000161492	0.000101188	6.03004e-05	5.62066e-05	3.46449e-05	6.67636e-05	3.37366e-05	1.83302e-05	0.00011592	0.000104253	3.47957e-05	0.000164432	9.31273e-05	9.81097e-05	1.28533e-06	5.00357e-05	3.37628e-05	7.31161e-05	9.27508e-05	2.78159e-05	4.89441e-05	6.09102e-05	1.7025e-05	3.55588e-05	3.73828e-05	6.93718e-05	7.61739e-05	0.000105588	4.36717e-05	0.000197607	5.63815e-05	5.13401e-05	4.35505e-05	9.27513e-05	5.99143e-05	3.93245e-05	4.15286e-05	0.000132435	7.2822e-05	0.000116909	6.33626e-05	1.97374e-05	4.14831e-05	9.13787e-05	0.000113435	7.31515e-05	1.99183e-05	0.000110117	4.61578e-05	5.85788e-05
ko00860: Porphyrin and chlorophyll metabolism	0.00637164	0.00617625	0.00614867	0.00641679	0.00762941	0.00672492	0.0072763	0.00674366	0.00619119	0.00607107	0.00553675	0.00615268	0.00691146	0.00621063	0.0062166	0.00718261	0.00621387	0.00706469	0.00602201	0.00683862	0.0042639	0.00473632	0.00562241	0.00717994	0.00640932	0.00621413	0.00756923	0.00516306	0.00696722	0.00695293	0.00705964	0.00603159	0.0076197	0.00536776	0.00721905	0.00564747	0.00597367	0.00604332	0.00665709	0.00702732	0.007445	0.00695969	0.0057488	0.00484802	0.00599492	0.00487082	0.00602159	0.00602547	0.00670023	0.00561396	0.00679113	0.00698803	0.00679578	0.00739732	0.00758318	0.00590807	0.00748052	0.00504843	0.005386	0.00533886	0.00682051	0.00680674	0.00796956	0.00541999	0.00624428	0.00780978	0.00680939	0.00616501	0.00607974	0.00643617	0.00700081	0.0063775	0.00607235	0.00722695	0.00512586	0.00624839	0.0055071	0.0062716	0.00735477	0.00630349	0.00611404	0.00595945	0.00528191	0.0065927	0.00655166	0.00590654	0.00661536	0.00788706	0.00508076
ko00900: Terpenoid backbone biosynthesis	0.014432	0.0155649	0.0143989	0.0142213	0.0142966	0.0140234	0.0138457	0.0148161	0.0134594	0.0143802	0.0160655	0.0142094	0.0153066	0.0140655	0.0136212	0.0147022	0.014617	0.0149105	0.0142952	0.0145303	0.0165523	0.0149948	0.0146432	0.0144059	0.0143928	0.0151074	0.0138511	0.0156364	0.0146162	0.0134718	0.0132094	0.0139159	0.0144429	0.0154857	0.0144607	0.0142143	0.0130613	0.0163952	0.0140433	0.0136319	0.014545	0.0158253	0.0151514	0.0124285	0.0158726	0.0165065	0.0152759	0.0138606	0.0147845	0.0154655	0.0146536	0.0142763	0.0136551	0.014066	0.014067	0.0162573	0.0136393	0.0156111	0.0161434	0.014326	0.0150914	0.0132203	0.0151865	0.0155144	0.0148527	0.0139266	0.0137152	0.0138622	0.0142971	0.0145253	0.0140852	0.0146241	0.0169509	0.0141097	0.0155894	0.0157492	0.0147341	0.0132829	0.0134554	0.0141049	0.0147344	0.0143411	0.0146221	0.0137256	0.0143986	0.0129838	0.0145314	0.0162384	0.0138026
ko00903: Limonene and pinene degradation	0.00285889	0.00280529	0.00293504	0.00254796	0.00280805	0.0027041	0.0032235	0.00282469	0.00271925	0.00284139	0.00214902	0.00339418	0.00295404	0.00368996	0.00303666	0.0033081	0.00251321	0.00282202	0.00333664	0.00258932	0.00213327	0.00289454	0.00289919	0.00276904	0.00351471	0.00320595	0.0030193	0.00288284	0.00266646	0.00305782	0.00334513	0.00327628	0.002217	0.00219418	0.00289184	0.00352594	0.00255118	0.00247168	0.00363141	0.00339535	0.00252492	0.0027529	0.00241979	0.00397557	0.00286832	0.00173557	0.00264942	0.00310612	0.00257521	0.00243617	0.00236857	0.00251189	0.00292481	0.00418377	0.0024886	0.00250394	0.00377068	0.00200905	0.00251921	0.00344079	0.00279027	0.00347972	0.0027443	0.00231617	0.00262975	0.00255542	0.00317272	0.00324269	0.00319165	0.0027782	0.00290862	0.00304703	0.00253248	0.00342611	0.00311155	0.00208275	0.00243163	0.00378031	0.00224948	0.00307717	0.00236943	0.00270474	0.00275341	0.00344272	0.00302511	0.00409394	0.00295758	0.00290882	0.00277549
