order	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	56	40	86	52	85	53	84	98	15	44	61	47	26	63	72	81	38	26	72	44	47	53	94	75	83	79	20	79	116	19	72	20	37	5	6	63	44	90	19	57	100	51	82	68	3	128	54	3	16	50	64	13	37	47	90	7	54	82	57	96	91	36	72	7	17	13	79	73	55	35	18	56	27	11	7	47	180	16	94	52	38	62	148	77	75	52	103	65	51	58	49	91	6	30	42	20	128	65	60	122	93	86	72	68	44	93	7	41	32	46	42	55	59	10	46	73	51	15	51	85	49	64	52	178	49	80	68	140	43	82	58	11	69	89	60	40	48	52	22	78	71	102	42	17	20	57	10	2	5	2	5	8	4	6	2	7	16	5	5	2	7	11	3	3	8	7	10	4	8	20	9	5	4	12	7	6	9	5	1	6	3	17	11	5	5	15	12	9	20	2	2	7	7	9	2	9	8	5	3	6	44	8	2	16	10	29	10	4	4	0	8	6	1	1	5	14	4	10	11	5	8	8	9	25	5	4	11	2	10	9	2	10	14	7	7	7	6	1	8	10	6	3	9	8	11	3	3	9	11	8	1	8	13	11	11	5	3	5	13	2	5	3	10	6	8	13	8	2	15	19	11	42	5	6	21	13	12	20	6	44	2	9	1	14	7	2	8	0	9	4	7	50	34	49	60	63	56	48	51	54	6	2	5	8	7	11	4	4	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	1	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	0	0	0	1	0	1	4	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	3	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	4	0	1	0	0	0	0	1	0	0	1	4	0	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	7	0	13	1	4	12	8	2	5	7	5	10	11	5	2	15	3	2	8	23	4	6	12	11	12	12	1	6	10	2	4	3	1	14	2	3	4	12	2	17	10	3	5	7	0	9	10	7	11	1	6	7	2	8	7	2	0	4	0	16	15	5	2	3	6	2	6	4	10	6	8	11	9	41	26	3	8	6	2	2	13	4	4	0	14	7	6	10	10	0	3	13	12	1	3	6	6	5	1	7	7	8	0	9	14	20	17	7	9	8	4	7	3	9	11	8	4	7	17	27	4	15	22	5	10	6	0	5	10	8	5	6	2	10	12	5	2	8	3	4	2	10	4	1	5	2	8	5	13	2	14	5	18	2	5	12	10	8	23	6	2	20	9	5	15	26	10	16	19	9	6	6	1	3	13	1	2	6	3	12	1	12	1	6	1	21	9	12	5	2	1	4	3	5	4	1	9	6	0	8	11	1	0	10	2	13	10	7	9	1	16	6	2	1	22	8	5	16	8	12	6	18	12	6	6	13	13	2	14	7	0	13	18	1	7	7	2	2	7	7	5	4	1	17	8	6	0	9	14	12	1	5	9	13	4	12	8	15	24	12	1	12	8	23	15	28	24	12	13	19	2	5	9	8	19	9	3	6	14	9	13	5	1	9	4	4	4	2	2	1	15	1	2	0	4	4	13	6	2	3	16	13	7	10	14	13	4	8	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	113	458	414	59	142	2099	3565	53	123212	278	570	32448	2625	54	34	182	41	505	183	7639	1047	922	654	755	1163	55	30938	57771	813	440597	689	1432	240	1560	118	3934	96715	298	73350	4715	17295	734	300	228993	17187	119	1422	155	1686	3040	234	677	223769	159	27471	438065	9278	85148	3074	22030	4469	118	18837	837	7968	71026	2123	62	2277	546	1272	49	93202	1245	284	102775	3834	1064	52238	32	1544	79	104	241	279	4598	214	1639	174	268	261129	858	524	6813	1406	28251	316	41	212	11545	2069	257	5780	70	938	427	690	47739	27545	716	651	15568	296	2810	609	29	95029	422	165	31751	302	1527	219	316	5958	2254	130552	305222	1288	2215	388	6604	119	657002	2720	61177	2391	14270	1751	897	29089	64	4181	460	2364	3258	13480	263	124	59	199	1776	5207	52	239772	72	1477	71358	2968	80	53	186	62	83	218	15010	1447	1460	1074	183	744	48	48972	76511	816	604626	562	1331	120	403	31	8487	113970	301	149406	4159	46247	826	450	246765	11917	56	1666	66	2063	3130	393	965	245542	209	39710	485304	7587	123859	3095	24054	4259	69	51742	551	10776	119358	3353	74	3399	138	1583	34	139782	1687	241462	9361	678	76527	32	2530	98	59	78	8081	169	1085	95	75	395702	195	434	8247	1329	24920	642	55	40	32201	3006	69	5690	81	1458	233	652	110164	38007	870	699	23579	158	4047	587	46	94522	57	94	34837	75	2336	163	527	10310	1983	163274	404842	415	3886	993	7499	77	796417	5048	86689	3471	21218	1270	95	44870	59	9132	62	2227	1703	24574	363	343	163	24	342	2657	3299	81	903	921	1068	493	40	1031	6710	5644	227	2795
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	4	0	2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	1	1	2	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	0	0	3	0	2	2	1	1	0	0	1	0	0	0	2	1	0	0	1	2	0	0	0	4	2	0	0	1	1	9	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	3	0	0	0	2	0	0	2	1	0	0	5	2	0	0	0	0	0	0	2	2	1	0	1	1	1	0	0	2	1	0	1	0	2	0	0	0	0	1	1	1	5	0	0	1	0	1	1	1	1	1	0	1	0	0	3	0	1	0	0	0	0	1	2	0	0	0	1	0	2	1	0	1	2	0	4	4	0	2	0	0	4	0	0	0	1	2	0	1	1	2	0	0	0	1	9	1	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	1	1	1	1	0	4	0	2	2	0	0	0	0	0	0	1	1	0	4	3	0	1	2	2	1	0	0	0	0	0	2	0	0	0	1	0	6	0	0	1	5	0	0	0	0	0	0	1	0	0	1	2	1	2	1	1	3	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	5	1	2	0	0	1	3	0	2	1	0	2	0	0	2	4	1	2	0	1	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	3	1	3	1	3	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	0	1	3	1	2	2	1	1	0	0	3	3	4	1	1	2	2	1	1	6	2	0	3	5	4	0	1	1	1	2	2	0	1	5	1	3	0	0	1	11	1	2	3	1	1	0	2	1	2	2	5	5	0	1	4	1	0	67	2	6	1	0	1	0	1	0	0	0	4	5	3	3	2	3	3	0	1	1	1	1	1	5	0	0	12	2	1	3	3	1	3	1	4	0	2	2	2	4	1	1	1	1	0	2	3	11	10	1	4	3	4	0	2	4	2	4	3	0	1	0	0	6	4	2	3	9	0	5	4	2	1	2	1	3	4	5	1	0	0	0	3	1	1	0	2	1	1	1	3	0	2	1	2	3	1	3	6	2	4	2	6	3	7	1	4	11	4	1	9	7	3	3	0	0	5	1	0	2	2	2	1	4	1	3	1	16	6	2	4	0	0	0	3	1	3	0	3	6	2	9	2	1	0	86	2	0	8	4	10	3	4	4	0	2	7	8	7	4	3	4	1	2	3	0	1	2	9	2	10	4	1	2	4	2	2	2	3	1	2	1	5	1	3	3	3	1	1	3	0	11	3	6	2	8	2	2	4	2	7	1	1	1	6	1	6	7	6	4	2	9	1	3	5	4	6	7	1	2	4	3	1	4	1	2	1	3	2	0	1	0	2	0	3	1	2	1	5	0	3	0	1	3	3	3	4	7	1	4	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	87	16	49	40	11	10	4	3	6	16	18	12	14	17	6	13	18	8	2	16	3	12	18	759	14	26	0	13	12	16	86	13	2	25	13	12	105	13	12	43	15	16	50	9	21	9	15	9	19	2	10	41	1	46	234	1298	3	6	8	9	13	15	18	16	14	35	59	33	16	19	40	21	38	17	14	11	26	12	66	5	9	10	20	2	32	95	3	22	12	15	5	7	13	12	9	21	14	22	6	28	14	18	8	10	4	30	20	5	21	24	25	2	17	41	13	4	9	25	10	18	8	18	13	13	9	105	4	23	18	18	10	80	83	47	22	3519	18	50	12	9	14	5	4	0	985	50	5	18	51	66	16	6	6	3	11	27	27	17	27	21	10	16	11	7	18	22	12	17	13	1174	21	12	4	14	16	20	108	26	2	10	6	20	196	17	40	38	6	15	33	8	13	7	20	9	20	6	11	56	0	30	409	2538	5	1	20	9	23	14	19	33	22	31	107	15	20	17	22	15	28	7	6	61	7	198	8	15	17	6	54	207	5	24	14	27	6	8	6	13	16	17	39	27	6	11	16	10	5	10	12	26	14	10	15	12	63	7	49	32	11	5	4	14	10	33	11	21	15	12	24	186	3	26	12	31	26	106	216	60	16	8179	16	15	35	8	46	5	10	0	2409	77	6	11	4	2	42	11	29	13	13	20	19	8	6	124	18	49	22	33	25
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	21	48	48	17	18	104	49	33	64	38	14	23	20	40	35	41	16	45	51	24	14	20	24	54	44	39	55	25	30	14	27	20	20	38	28	13	209	14	38	55	19	33	16	45	31	45	31	25	63	67	25	28	32	19	34	17	21	381	47	57	49	17	9	19	39	117	14	24	28	17	9	22	31	32	86	13	10	30	276	29	22	14	36	24	57	29	21	28	29	32	36	35	23	16	24	32	13	24	18	26	25	26	89	30	53	51	39	21	42	36	29	30	38	16	29	18	35	47	37	36	23	37	20	16	15	23	76	1142	39	15	21	25	5	45	25	60	9	27	7	6	18	24	13	69	15	20	14	45	37	17	21	66	56	37	95	32	26	32	33	41	28	48	21	62	33	48	20	33	17	57	48	51	106	37	28	14	18	37	27	27	10	41	224	11	64	64	39	41	31	43	25	52	24	9	59	63	48	51	22	49	37	23	17	501	70	54	56	34	27	22	23	148	36	14	44	23	19	19	32	54	19	21	41	383	41	44	27	46	67	40	29	46	55	55	41	31	23	31	30	20	31	29	32	48	43	21	69	39	75	50	14	67	60	39	36	26	44	29	27	26	37	33	42	32	36	38	35	26	52	34	60	1524	29	22	35	35	7	44	35	89	18	22	11	8	21	24	22	120	19	15	31	10	10	4	12	10	10	11	10	9	19	19	15	24	23	34	34	26	18
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	1	1	3	0	4	1	1	0	1	3	0	1	4	1	4	0	0	1	1	1	1	0	0	0	1	0	2	0	1	1	1	0	1	2	0	0	0	0	1	2	0	2	3	2	1	1	4	2	0	2	1	0	0	0	1	3	0	9	3	1	7	0	0	2	0	1	3	1	0	0	0	0	0	1	0	0	2	6	0	1	3	1	2	2	2	0	0	0	1	2	1	0	1	0	4	3	0	1	0	0	3	0	3	0	2	1	0	1	1	0	0	4	0	1	1	0	0	1	1	2	2	1	1	0	2	2	0	0	1	1	1	0	0	0	3	4	1	0	0	0	0	1	0	0	0	0	2	2	3	7	4	2	0	4	1	3	1	0	11	0	3	1	5	1	3	1	5	3	1	2	0	1	2	0	0	1	2	3	2	0	1	2	1	2	1	1	2	2	2	0	3	1	1	1	4	1	4	2	4	1	5	2	2	8	2	1	3	3	0	1	0	0	6	1	3	2	3	3	1	0	0	1	9	2	2	2	0	3	7	1	5	7	3	1	0	0	2	2	6	6	2	0	2	2	3	0	2	3	2	4	2	1	5	3	3	3	2	4	2	2	2	2	0	3	5	4	1	0	3	2	2	0	1	2	3	2	3	1	4	7	3	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	1	3	0	6	0	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	1	6	5	4	3	3	2	0	0	4	3	4	3	3	2	1	2	3	1	0	1	0	2	3	4	1	0	1	4	2	2	0	0	7	2	0	26	3	2	4	2	0	0	4	0	2	10	0	3	0	7	4	1	3	8	6	0	1	2	4	3	1	3	0	3	2	0	3	1	2	5	2	4	3	4	1	2	1	1	2	1	1	0	0	2	3	2	3	0	2	2	2	7	3	1	7	4	4	3	1	2	5	3	3	1	1	5	2	5	2	0	3	2	4	6	1	1	6	2	6	1	5	1	2	5	7	4	5	5	1	2	1	6	4	1	31	0	2	1	0	1	2	1	0	6	1	4	7	6	9	5	4	2	2	3	5	6	3	6	9	6	8	1	3	2	4	6	5	7	11	7	7	0	4	5	1	2	2	2	7	4	6	35	4	3	2	4	5	10	2	1	0	4	4	6	0	7	6	0	15	11	4	0	0	2	6	3	9	7	4	4	3	0	10	9	9	3	6	7	2	6	6	5	3	5	3	2	2	4	7	3	8	4	1	4	4	6	1	0	9	5	15	5	5	4	3	9	5	3	5	2	4	6	2	2	3	9	6	4	2	3	5	3	6	9	7	8	3	5	8	5	2	9	6	5	2	17	8	5	33	4	7	2	3	3	3	0	0	8	2	5	2	2	0	1	4	3	5	2	1	6	7	1	6	7	9	9	13	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	3	1	6	6	3	7	2	5	2	28	3	9	11	9	5	10	3	17	20	34	22	8	24	13	7	3	1	5	22	0	10	0	14	14	3	6	4	2	118	9	13	4	7	6	4	3	6	4	6	35	7	4	4	2	5	7	1	10	2	12	9	1	2	14	18	7	18	8	6	7	6	6	12	12	13	8	8	4	7	5	4	3	1	0	8	4	2	9	6	1	2	11	21	7	8	37	9	7	19	19	4	17	115	6	9	33	17	1	6	7	7	5	6	7	8	5	3	10	5	13	2	14	8	3	5	13	5	10	8	5	4	2	0	8	5	8	2	2	3	1	8	4	6	4	2	7	5	0	8	5	5	5	5	7	4	36	11	18	17	8	6	11	3	7	36	61	45	7	23	12	10	5	2	2	18	2	6	3	3	10	2	6	2	7	180	14	22	10	4	2	1	2	3	2	5	16	11	8	2	3	8	1	5	16	4	8	8	13	8	25	12	8	18	6	7	6	4	3	10	5	7	10	11	6	1	8	8	2	10	6	4	10	6	0	4	7	5	9	4	22	19	8	26	39	14	11	65	11	13	23	6	5	10	7	10	3	7	8	3	7	2	3	8	19	5	20	7	11	5	11	4	8	13	3	3	10	2	2	10	13	3	3	4	5	3	4	8	2	3	3	7	2	1	2	2	2	5	0	2	2	10	3	2	6	6	5	1	3	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	17	39	51	17	33	44	33	27	12	75	21	40	26	30	15	64	32	26	39	16	36	36	40	43	50	40	29	5	47	5	35	39	12	45	48	31	23	29	10	43	11	31	23	31	43	23	48	19	33	57	45	28	5	27	32	10	123	14	13	58	44	22	18	32	17	29	12	25	22	38	29	16	30	31	34	7	10	59	11	17	20	19	20	51	34	20	12	38	41	6	18	19	40	12	19	92	30	76	16	25	30	29	19	27	43	83	40	21	32	30	26	19	22	21	27	123	30	28	23	25	16	32	41	18	47	39	103	20	39	24	26	18	3	2	43	31	17	21	31	6	19	31	22	1	28	11	18	55	59	30	50	41	37	57	18	138	51	93	40	55	20	108	84	53	54	27	86	63	63	47	78	55	76	17	68	20	31	61	21	45	42	49	27	25	27	49	43	35	57	26	14	50	70	27	46	78	63	55	11	87	39	6	128	27	21	65	34	48	27	85	44	38	24	37	60	72	37	57	49	65	34	23	84	24	39	40	38	119	32	34	20	56	84	10	28	44	45	29	39	119	81	129	40	80	54	35	21	54	61	102	65	57	47	43	29	35	42	37	51	166	30	51	44	42	43	50	76	53	97	60	104	49	49	43	45	49	32	3	78	43	46	47	48	13	44	40	41	0	52	22	48	21	18	6	20	14	20	22	20	13	60	47	25	93	60	68	42	84	44
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	1	2	13	5	1	2	3	0	2	4	7	5	2	3	0	5	0	4	9	9	3	4	4	2	9	7	0	1	2	2	3	1	2	6	1	4	5	4	2	21	5	6	2	2	6	6	7	2	4	0	1	1	0	7	2	1	0	0	4	6	8	3	3	0	5	2	1	1	5	1	8	2	3	6	6	0	2	7	1	0	3	8	3	0	22	1	0	9	4	0	3	2	7	0	3	7	3	4	1	3	2	7	0	3	4	13	8	2	3	0	1	2	2	4	5	4	2	6	6	6	3	6	3	1	5	5	1	8	6	3	6	2	5	0	5	1	2	3	4	2	6	2	4	2	1	1	3	1	4	3	3	3	1	2	7	6	11	6	8	4	1	4	6	4	10	15	5	4	9	10	10	3	3	3	6	2	4	6	2	2	1	12	3	4	1	16	5	3	1	2	1	4	13	1	5	0	5	5	1	6	3	0	0	1	2	1	9	12	4	2	10	10	0	8	8	3	10	14	10	6	5	11	7	2	1	7	11	0	12	9	0	10	8	1	1	4	5	0	3	7	3	6	2	6	8	7	0	6	2	12	7	1	8	3	7	5	2	4	10	6	2	1	10	9	5	11	8	6	8	16	5	4	3	3	12	1	4	1	6	2	2	9	3	4	4	3	8	2	3	5	9	4	3	0	2	2	7	3	0	2	7	2	3	5	11	11	3	5	4
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	3	8	4	3	17	27	4	32	10	4	2	1	4	2	16	5	3	6	12	3	1	5	3	1	6	0	4	1	4	1	19	3	1	8	4	3	1	3	5	2	5	8	2	3	12	3	4	7	3	12	1	3	7	7	6	5	1	0	6	5	13	4	2	6	7	3	27	3	0	6	2	0	4	3	0	0	2	6	4	11	4	1	5	6	10	2	10	4	3	2	3	2	9	4	22	2	0	8	7	1	3	0	3	2	3	8	13	0	9	2	7	8	0	2	4	2	6	7	3	5	4	3	7	1	13	0	8	1	4	6	0	7	4	0	8	6	0	4	2	0	3	4	3	1	1	0	6	16	6	14	30	28	3	27	8	6	9	3	8	3	19	6	14	15	11	3	14	10	5	11	7	7	8	1	23	3	24	6	1	9	5	7	6	1	17	5	7	16	22	8	11	8	12	4	6	7	6	15	4	4	12	2	2	0	11	5	32	5	6	4	13	3	25	7	0	18	5	15	2	11	3	4	7	1	17	8	4	10	10	11	13	11	6	3	9	7	14	11	23	10	7	9	10	7	8	4	4	3	3	11	9	3	10	3	5	12	3	4	4	0	5	12	4	1	4	6	6	4	16	6	5	7	4	8	7	4	8	0	10	3	0	4	5	1	5	5	8	0	4	2	6	5	1	8	5	2	2	10	3	3	3	2	23	6	11	10	12	10	2
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales	0	6	2	5	6	4	0	2	2	0	0	0	1	0	0	0	0	0	5	1	1	3	1	1	2	0	0	0	0	0	0	2	1	2	0	0	1	0	0	1	0	4	2	3	0	2	0	0	0	0	2	0	2	1	2	1	1	0	2	1	0	0	0	1	4	0	2	0	1	1	1	0	1	0	0	0	0	4	0	2	1	0	1	4	1	1	4	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	2	2	1	3	2	0	0	0	0	1	2	1	1	5	0	0	1	0	0	0	1	2	0	0	1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	9	1	8	11	5	0	10	2	3	4	0	4	0	3	0	3	0	5	0	4	3	1	3	2	3	1	0	2	0	2	2	1	2	2	5	0	0	0	2	2	7	8	3	0	2	2	0	7	1	6	0	3	13	4	0	0	0	6	0	2	2	5	1	4	3	5	1	1	10	1	1	0	0	1	1	14	1	2	1	2	4	2	2	7	5	4	0	0	2	5	1	2	1	3	2	1	2	4	0	0	1	2	5	6	2	4	2	0	1	2	1	2	0	4	5	1	2	1	2	3	0	6	1	0	1	0	6	1	3	0	0	0	1	0	6	0	0	0	1	2	0	0	0	4	1	0	2	0	0	1	0	2	0	3	0	4	3	2	6	4	3	1
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	1	9	0	7	8	4	0	3	3	2	1	4	1	4	4	2	3	2	12	2	4	10	0	6	8	12	1	1	12	3	4	0	0	2	0	3	2	1	3	5	1	10	8	5	5	1	7	3	0	3	1	3	2	2	13	3	2	0	4	5	9	0	2	2	3	1	7	1	5	3	0	1	0	3	1	0	5	9	0	5	3	2	4	0	7	3	2	4	2	2	2	1	2	7	5	3	1	1	0	2	8	0	5	2	4	8	3	1	3	6	2	7	0	2	3	1	3	3	4	3	1	8	6	1	2	6	7	3	8	7	1	1	5	0	5	3	1	5	2	0	4	3	2	0	0	0	5	8	2	28	23	3	0	9	4	9	7	17	9	1	9	4	5	4	16	2	20	10	5	10	13	17	0	0	24	0	15	13	2	5	5	6	4	2	2	6	10	19	15	17	4	5	10	5	6	1	5	13	2	10	9	3	2	1	8	1	21	4	8	2	8	6	14	5	7	13	6	10	1	1	2	18	23	6	7	11	4	4	7	2	9	11	7	3	13	1	2	4	7	3	4	2	2	6	9	0	4	3	3	16	6	4	6	6	5	6	2	7	8	2	5	14	5	2	4	10	10	4	7	9	1	7	6	7	3	3	7	1	6	7	2	3	10	1	5	4	9	0	2	4	3	2	4	2	1	5	3	9	2	1	17	5	8	9	15	10	19	4	13
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
