kegg_modules	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
M00310: Pyruvate:ferredoxin oxidoreductase	0.00820732	0.00266826	0.00544316	0.00104125	0.0022459	0.00752659	0.00598036	0.00278625	0.0141189	0.00365236	0.00757032	0.00454926	0.00362674	0.00362817	0.00413431	0.00419701	0.00369471	0.00607151	0.00403451	0.00416898	0.00245356	0.00150736	0.00703883	0.0022456	0.00294929	0.00537397	0.00664715	0.00255487	0.00763894	0.00421242	0.00787427	0.0073513	0.00668886	0.00993472	0.00406389	0.00658948	0.00250878	0.00379159	0.00316788	0.00600944	0.00330542	0.00265273	0.00586656	0.0114611	0.00241137	0.00333853	0.0038038	0.00324622	0.00435851	0.00333586	0.00414324	0.00730082	0.000541215	0.00512718	0.00481379	0.00297061	0.00526522	0.00791874	0.00298437	0.00696781	0.00324939	0.00832392	0.00260766	0.00299019	0.00421421	0.00591853	0.00270606	0.00386909	0.00301751	0.00077779	0.00721393	0.00190804	0.00402737	0.00128363	0.00834589	0.00303652	0.00501124	0.00128223	0.00532771	0.00448529	0.0035117	0.00227955	0.0025706	0.00399417	0.00615911	0.00668454	0.00808636	0.00297369	0.00278631	0.00359066	0.0135294	0.00214386	0.00114249	0.00469964	0.00525851	0.0130334	0.000929783	0.0110185	0.00214319	0.00234969	0.00613135	0.00311731	2.20298e-06	0.00372622	0.00483523	0.00415253	0.004924	0.0016463	0.00807403	0.00100694	0.00254818	0.000793558	0.00618399	0.00425052	0.00525639	0.00425603	0.0018899	0.00343627	0.00364161	0.00638731	0.0153858	0.00235556	0.0024095	0.00731022	0.00361526	0.00798498	0.00420359	0.00739299	0.00354541	0.0101437	0.00172726	0.00231053	0.00233618	0.000141475	0.00923865	0.0126181	0.00322164	0.00420988	0.00254217	0.0020422	0.00744585	0.00767346	0.0061833	0.00689194	0.00539107	0.0029364	0.000409718	0.0290753	0.00183814	0.00445077	0.0022742	0.0154472	0.0029939	0.00436383	0.00303219	0.00734063	0.0046802	0.00513516	0.00460291	0.00242095	0.00167356	0.00209301	0.00338077	0.00262164	0.00241466	0.00547939	0.0025827	0.00391324	0.00289633	0.0027294	0.00206052	0.00517371	0.00296034	0.00517167	0.0114264	0.00390798	0.00308578	0.00138864	0.00256816	0.00271849	0.00368649	0.00450534	0.0035043	0.00063652	0.000794134	0.00673143	0.0035839	0.00173873	0.00392207	0.00209953	0.00335108	0.00195256	0.00240091	0.000736018	0.00108835	0.0081986	0.00101444	0.00271759	0.00256336
M00311: 2-oxoglutarate:ferredoxin oxidoreductase	0.0148388	0.0202506	0.00971119	0.0182024	0.0128873	0.012394	0.0166718	0.0138943	0.0185828	0.00693186	0.0161989	0.0107583	0.013263	0.00917248	0.00880957	0.00809933	0.0198955	0.0283174	0.0125876	0.00965026	0.0197776	0.0105748	0.0191755	0.0115437	0.020301	0.0148029	0.0109864	0.0182395	0.0132734	0.0180582	0.0126784	0.0102781	0.0122796	0.00772153	0.0195395	0.00500305	0.0116754	0.014035	0.0147265	0.00367727	0.0252241	0.0242804	0.0225776	0.0108991	0.000614435	0.0182747	0.0186006	0.00269822	0.0106557	0.0170771	0.0099708	0.0282287	0.0050734	0.00829402	0.00759821	0.0188016	0.003061	0.025545	0.0100211	0.0256564	0.0151825	0.0117546	0.015085	0.02514	0.00692752	0.0101943	0.0231135	0.00776526	0.011576	0.0125312	0.00861249	0.0102697	0.0247125	0.0249453	0.0166843	0.0194716	0.00887965	0.0223209	0.0164313	0.00653775	0.00718058	0.0215572	0.00246794	0.0140163	0.0235377	0.0114617	0.00889103	0.0102302	0.0183027	0.0193399	0.0172888	0.00778925	0.00982267	0.0123312	0.0147589	0.00953586	0.00957327	0.00457521	0.00768527	0.0095372	0.0132664	0.0192211	0.00601118	0.0121925	0.00925709	0.0135724	0.00761407	0.0125025	0.013368	0.0234945	0.0123402	0.0137988	0.00797049	0.0162909	0.0160732	0.00880913	0.0164168	0.019778	0.00976363	0.0120748	0.00863877	0.0107443	0.00953814	0.0130149	0.00946746	0.0132131	0.00461257	0.00927504	0.0101014	0.0135205	0.0222167	0.0179265	0.0218393	0.0227861	0.0212454	0.0286894	0.0298608	0.0137177	0.0237807	0.0128107	0.00705833	0.0109824	0.0272247	0.0187522	0.0176954	0.0246654	0.0106068	0.0127952	0.00614811	0.00896471	0.00981701	0.00967353	0.0188007	0.00817439	0.0145172	0.0155123	0.0212412	0.0191374	0.014526	0.0170365	0.0208408	0.0181654	0.0331749	0.00782291	0.0197939	0.0210462	0.0148275	0.0143668	0.0190936	0.0122419	0.0215209	0.0186148	0.0214105	0.0140262	0.0104347	0.0253966	0.0197151	0.0079298	0.0213114	0.0162903	0.0188088	0.0179741	0.0206223	0.0152571	0.0235444	0.0109343	0.020536	0.0113506	0.0136505	0.0245183	0.0175956	0.0157698	0.0134948	0.0231586	0.0217812	0.0189972	0.0148859	0.0147442	0.0198631
M00312: 2-oxoisovalerate:ferredoxin oxidoreductase	0.000139118	3.93764e-05	7.82585e-05	0.000107521	2.97723e-08	0.000180051	0.000112586	1.20571e-05	4.6629e-05	6.36816e-05	0.000181951	3.69642e-05	0.000190458	8.67815e-06	5.96013e-05	7.51465e-05	8.29743e-06	3.38587e-05	2.18913e-05	5.68447e-09	6.83564e-05	0	5.29578e-05	1.02148e-05	1.9714e-05	5.2435e-09	5.85079e-05	6.88935e-05	5.28522e-06	1.46106e-05	0.000155266	2.50683e-05	0.000170842	0.000168448	7.72782e-06	0.000116869	0.000129921	0.000143042	9.88894e-05	1.61906e-05	2.34198e-05	1.36162e-06	7.85591e-05	0.000232512	7.23336e-06	2.26832e-05	3.5243e-05	1.76826e-05	5.64983e-06	3.51e-05	0.000152846	0.000102979	1.49765e-09	0.000113814	0.00011728	0.00010934	4.43255e-06	0.000125909	2.73864e-05	0.000102206	3.61759e-05	0.000145366	9.83156e-07	5.96651e-05	7.44489e-05	6.44252e-05	0	8.40608e-05	2.42362e-05	1.71784e-06	0.00010316	1.33046e-07	4.04475e-05	0	0.000157274	8.34037e-06	3.47467e-05	3.8717e-07	3.462e-05	7.16499e-05	9.62528e-05	4.79233e-06	5.2805e-06	7.79089e-05	6.76405e-05	0.000117758	8.59946e-05	6.59881e-06	2.11047e-05	4.10832e-06	0.00011207	1.58295e-05	5.49747e-05	9.26121e-07	2.46461e-05	0.00025563	0	0.000432526	2.8038e-05	1.14298e-06	0.000100195	1.5708e-09	0	4.64712e-06	6.41207e-05	3.45715e-05	0.000139715	6.13327e-07	0.000161062	0	5.10141e-05	0	0.000151736	0.000193566	0.000205179	1.79328e-05	3.49741e-05	8.98968e-06	3.90094e-05	0.000194842	4.02956e-05	7.28588e-05	7.05395e-06	2.30262e-05	7.85052e-07	2.02924e-05	9.32083e-05	0.000154718	1.34463e-05	0.000151666	2.11566e-05	1.72716e-05	1.81025e-05	0	8.37848e-05	0.000346082	9.63281e-05	2.77859e-05	7.30057e-07	8.77876e-09	0.000148076	0.000138813	0.000451999	0.000216689	0.00023083	5.58433e-05	2.43807e-06	0.00184369	0	6.0847e-05	1.55417e-05	0.00036925	1.4015e-07	0.00014647	3.77985e-06	0.000134394	0.000138553	0.000135041	8.76292e-05	8.28085e-05	1.41973e-05	1.97403e-05	9.52896e-06	1.60369e-05	1.0157e-05	6.80945e-05	5.78101e-05	2.57325e-05	2.25986e-05	2.60756e-05	2.89925e-05	0.000182467	4.8356e-05	4.32502e-05	0.000499598	9.15668e-06	1.60356e-05	4.23947e-06	1.32749e-05	8.00598e-06	1.3136e-05	3.08432e-05	5.17778e-05	7.72219e-09	4.39104e-06	0.000266255	6.13965e-06	0	9.33733e-05	2.95403e-05	0.000140398	4.10382e-05	4.20708e-06	2.62419e-06	0	0.000234134	0	4.60251e-05	7.26199e-05
M00317: Manganese/iron transport system	0	0	0.000112903	6.95172e-05	0.00122183	1.35379e-05	1.12294e-05	1.14439e-07	0.00186236	0	0	1.08392e-05	0	0.00173153	0.000257775	7.64924e-05	0.000704292	0.000557976	7.10488e-05	0	0	0	4.56199e-05	7.60215e-06	0.000233379	2.31444e-07	0	1.07811e-06	0.000170223	0	4.82077e-05	0	0	6.86642e-07	4.23454e-05	0	7.97079e-06	0	9.03006e-05	0.000400662	0.000101125	2.63628e-05	2.74351e-06	0	0	0.000172687	0	5.76658e-07	0	0.000102	0.000570961	4.91388e-05	0.000584844	0	8.64738e-06	0.000164799	0.00185249	0	1.06361e-05	0.000588316	0.000254214	0	0.000326198	0	0	1.1742e-06	0	3.81503e-06	0.000105051	0.00335302	0	0.00016385	0.000255976	7.24405e-06	0.000141399	1.44366e-06	0	0.000186428	0	0.000290922	2.83871e-06	3.1391e-05	0	3.84845e-06	1.75331e-05	2.48851e-06	0	2.29318e-05	0	0	2.63911e-05	3.28879e-06	0.000219653	1.13273e-05	1.54745e-05	1.67098e-05	8.39322e-05	6.77045e-06	0.000603559	3.1638e-07	8.35797e-05	0	0.000843779	0.001714	0	0.000501777	0	0.000110825	2.71915e-05	0	0	0.00220445	0	0	0	0.000297352	0	3.32538e-05	5.74179e-06	0.000656196	0	0	0	0.000934317	0	0.000205487	2.07627e-05	7.96067e-06	4.74153e-07	0.000188	0	0	4.79072e-07	0.00258618	0	0.000240048	0.000128083	0.000198935	0	0.00160028	0.000262639	0.000116958	0	0	0	0.000319134	0.000203637	0	0.000326029	0.000325651	0.000102964	0.000468899	0	0	0.00058435	2.34396e-05	3.98919e-05	0	0	0.00024475	0	0	1.4134e-05	0	1.5948e-05	0	0	0	0	0	0	0	0	0	3.19835e-06	0.000117492	0	0	0.000136544	0.00020011	0.000299443	1.17475e-06	2.0864e-06	0.000740652	0	0	2.36853e-06	0.000186376	0	0	0	3.95912e-06	0	0.000208965	0	2.88308e-05	0	0	6.18863e-05
M00319: Manganese/zinc/iron transport system	5.64458e-07	0	0.00200984	0.000652243	3.83882e-08	1.71602e-05	3.79082e-06	2.35708e-07	2.65093e-07	0.000513521	7.22943e-08	3.3756e-06	0	2.22794e-05	1.69782e-05	4.73811e-05	5.86606e-06	2.61721e-06	0	2.16074e-10	5.78643e-07	2.06766e-05	1.75949e-05	2.47235e-05	0.00173885	0.00153324	0	3.29661e-05	6.21542e-07	0	2.08565e-08	0	7.36631e-08	0	4.15331e-05	0	1.24336e-05	0	1.23247e-05	1.97691e-06	4.94781e-05	6.48614e-07	4.70973e-06	0	2.2433e-07	0	4.15826e-07	5.41246e-06	1.01737e-07	0.00130299	0.000135117	0.00152686	1.65356e-05	2.83765e-07	2.63897e-06	0.000226371	3.9651e-08	0	5.12728e-09	5.34589e-06	1.57989e-08	0	1.47624e-06	0	4.87221e-05	0	1.03802e-06	6.0583e-06	0.000193653	1.24768e-07	0	1.62464e-06	4.41182e-08	0	0.000471675	1.35392e-06	2.80328e-07	0	0	0.000510348	3.23893e-05	0.00274999	3.70425e-05	1.49701e-05	1.12978e-07	2.24322e-06	0.000811551	1.35328e-08	0	0.000203211	0.000166625	2.90066e-06	3.69471e-05	2.05865e-06	0	2.43411e-07	0.00935662	5.57275e-06	0.00113294	1.11941e-06	7.80179e-08	2.02208e-10	2.48967e-07	1.7672e-07	0	9.77191e-07	2.92442e-06	0.000168363	1.03625e-05	1.1522e-06	1.32381e-06	0.000905273	0	0	2.51929e-07	0.00120856	6.16308e-06	0	0.000793164	3.13806e-08	3.90136e-08	0	5.46403e-07	1.19564e-07	1.67112e-05	0	0.000300333	3.40273e-06	0.000296631	0	0.000376766	0.000557267	3.08835e-06	0.000864271	6.46441e-07	0	2.73663e-06	0.000193246	0	8.13348e-11	5.444e-05	3.34883e-07	1.73915e-06	0	0	5.07245e-06	2.82056e-05	0	0.00016986	0.000395668	0.000641868	4.55006e-08	9.02493e-09	0	3.77893e-06	4.84745e-06	0.00254818	0	0.000160495	1.87213e-05	0.000573811	4.80899e-07	0.00170415	0	5.53374e-08	1.60697e-05	0.00148364	3.15045e-06	0.00247215	7.10997e-06	0.00244311	0	0	3.21004e-05	0.000512376	8.82257e-08	0.00122598	0.0010358	0	0	0	0	0.000523124	0	0	0.000361004	0	5.18589e-07	0.00217355	0	9.37646e-07	0.000394234	0	0	0	0	0.000936616	0.000385283	1.22241e-07
M00321: Bicarbonate transport system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22277e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.35038e-05	0	0	0	0	0	0	0	2.75852e-05	2.68994e-07	0	3.02983e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30335e-06	5.6941e-08	0	0	0	2.40878e-08	0	0	0	5.56291e-09	0	0	0	0	0	0	3.16041e-06	0	0	0	3.47241e-06	0	1.69363e-06	3.17879e-08	0	8.73572e-08	0	0	0	0	3.56768e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58717e-06	0	0	0	0	0	0	0	0	0	9.06639e-07	0	0	0	0	1.75496e-06	0	0	1.03828e-05	2.18939e-06	0	0	1.97806e-08	0	0	0	0	0	0	0	0	8.944e-06	0	0	0	0	0	0	0	0	0	2.64949e-06	3.887e-07	0	0	0	0	0	0	0	0	0	0	0
M00322: Neutral amino acid transport system	8.45019e-07	0	2.21992e-05	0	7.25868e-09	6.82305e-08	5.84806e-07	0	4.82668e-10	0	9.32922e-08	1.74048e-06	0	5.57766e-09	0	2.59047e-07	1.12919e-06	8.12546e-06	1.82445e-07	0	0	0	9.27122e-07	3.15954e-08	0	0	0	3.17048e-07	0	0	0	0	4.44475e-07	0	0	0	6.09432e-07	0	1.20823e-07	0	0	3.01292e-06	3.33851e-07	0	0	1.45864e-05	3.84067e-06	2.04316e-06	0	3.17133e-06	3.68794e-07	8.02322e-08	1.92023e-09	2.05583e-06	0	7.44102e-07	1.35487e-12	1.12898e-07	0	0	0	4.80341e-08	8.44671e-09	1.16259e-05	6.48816e-08	5.70846e-08	0	0	4.00471e-07	3.55597e-11	0	0	1.79396e-07	0	2.2149e-05	2.6674e-06	0	0	0	1.28603e-06	2.78607e-06	0	1.61503e-06	5.44631e-07	1.07688e-07	0	0	2.60044e-08	0	0	2.848e-07	1.06595e-07	0	1.61321e-07	0	7.34904e-08	0	0	8.09899e-08	4.21595e-16	0	0	2.019e-09	0	1.83459e-06	2.2691e-07	1.21141e-05	1.0987e-07	0	0	0	1.82453e-11	0	0	3.80751e-05	1.33196e-08	0	1.96438e-07	5.30099e-07	3.11942e-06	0	0	7.02901e-07	1.40401e-10	0	1.59665e-05	0	6.40072e-08	5.32358e-06	1.69289e-06	0	8.96457e-07	0	0	4.29659e-07	1.6558e-08	4.41452e-06	0	0	2.06309e-12	1.34457e-09	0	9.38526e-08	4.726e-07	0	5.28805e-06	4.90433e-07	0	0	1.09833e-07	2.5648e-07	0	0	0	0	0	1.50889e-06	6.67754e-07	1.32651e-06	1.35414e-08	1.81688e-06	3.60012e-07	0	2.30201e-06	0	0	9.64001e-07	3.22346e-07	1.63504e-06	0	9.11498e-08	0	0	2.80541e-07	2.62466e-05	0	0	0	7.93106e-07	7.17329e-07	4.20086e-06	7.67695e-06	2.89501e-07	0	0	3.66354e-06	3.82287e-07	0	4.77498e-07	5.03919e-07	4.26187e-07	6.39667e-07	3.53259e-07	0	0	7.51086e-07	0	2.19912e-05	0
M00323: Urea transport system	1.67567e-05	0	0	0	0	3.27772e-06	0	0	4.44504e-10	1.94048e-07	4.14814e-07	8.9523e-07	0	0	2.813e-05	1.7142e-06	6.2256e-07	0	7.35292e-08	3.92475e-12	0	1.04252e-05	0	7.15706e-05	1.33268e-05	7.65226e-08	0	8.90678e-07	2.17488e-08	1.2762e-05	2.17197e-05	9.00619e-06	2.71486e-08	1.42461e-06	0	1.21393e-05	1.34202e-06	8.61906e-06	2.52267e-06	0	2.16723e-07	2.0308e-06	4.04459e-07	0	0.000617753	0	8.89121e-05	4.48686e-06	2.98222e-05	4.42763e-07	1.55551e-07	0	2.11933e-09	0	1.57802e-05	3.36104e-05	7.27241e-13	0	0	9.08615e-07	8.55233e-08	2.40417e-09	1.92283e-12	8.91612e-06	2.06721e-05	0	2.08379e-07	4.34998e-07	2.12066e-06	4.62057e-08	0	2.95375e-09	8.63226e-07	0	2.28512e-06	6.19467e-07	0	7.80984e-06	1.11584e-05	0	2.77175e-05	1.95998e-06	3.67027e-06	0	3.68123e-08	0	0	3.28364e-09	1.68293e-07	0	0	6.26315e-08	0	0	2.96801e-08	0	3.50669e-05	6.13775e-08	0	2.49744e-09	0	0	3.84e-10	0	7.43041e-06	2.11552e-06	2.80632e-08	5.30738e-07	1.47712e-06	0	0	0	4.92322e-05	0	0	1.10072e-05	0	8.94715e-07	0	1.66013e-06	0	5.57842e-06	4.3705e-07	9.36234e-11	5.44181e-06	0	0	0	0	2.11431e-08	1.90764e-05	0	1.63074e-07	3.64197e-09	0	2.88467e-09	0	0	0	0	8.78391e-08	1.51844e-07	0	3.8449e-05	0	2.78019e-07	1.72868e-06	0	0	0	2.6629e-08	0	3.92205e-05	1.92721e-05	0	0	0	0	4.02341e-07	2.64372e-07	9.79071e-07	9.79888e-08	0	1.446e-06	3.03046e-07	1.35412e-08	0	3.83796e-07	0	0	0	5.62749e-06	1.22312e-05	0	6.80277e-05	0	1.40405e-06	0	0	0	8.9293e-05	0	0	3.15519e-09	0	1.61426e-07	0	3.08645e-08	4.15847e-06	0	8.78868e-07	0	7.80991e-06	0	0	1.0639e-06	0	6.66335e-07	1.42207e-06
M00324: Dipeptide transport system	0.00111223	0.000215709	0.00107268	0.000642523	0.0015417	0.000902495	0.000257057	0.00100778	0.0019213	0.000721654	0.00106157	0.000762451	0.000524959	0.00286531	0.000512655	0.00127869	0.00176175	0.00170735	0.000760881	0.00149151	0.000404119	0.00144049	0.000916358	0.000634187	0.000951633	0.00333736	0.000849839	0.000751656	0.000868695	0.000529079	0.000914308	0.000411008	0.000710796	0.000565785	0.00101432	0.000842586	0.000974215	0.000966457	0.00051938	0.00132065	0.000678266	0.00105938	0.00111735	0.000405605	0.00063216	0.00137807	0.000653518	0.00114314	0.00095127	0.000621735	0.001355	0.000552144	0.00518725	0.00079161	0.000831943	0.00102292	0.00237905	0.00113958	0.00133023	0.00128858	0.000750269	0.000674456	0.00269755	0.000809958	0.000723426	0.000604544	0.000720464	0.000781573	0.00106986	0.00429257	0.000226107	0.00126121	0.00109514	0.000664712	0.00117846	0.000948615	0.00119237	0.000733366	0.000682591	0.00120929	0.000822441	0.00121059	0.00145542	0.000742254	0.000782209	0.000792617	0.000559353	0.00164753	0.00106873	0.00100332	0.000636623	0.00119344	0.000798051	0.00104742	0.000566938	0.000283027	0.000934098	0.000810609	0.00100874	0.00251575	0.000825306	0.00156809	0.0016052	0.00205791	0.00083308	0.000822774	0.000695423	0.00085738	0.00051645	0.000495936	0.000747675	0.00199638	0.000833329	0.000545414	0.000687341	0.0011346	0.000703154	0.000751453	0.000729481	0.00251327	0.000371106	0.000630375	0.000958642	0.00195309	0.0012929	0.00100455	0.000733018	0.000173659	0.000730948	0.0014094	0.000605676	0.000941809	0.00053708	0.0012704	0.000851476	0.00283923	0.000953507	0.000679365	0.000580298	0.00147909	0.00110443	0.000454124	0.00110388	0.000674421	0.00039775	0.000868967	0.000655192	0.00066397	0.00138213	0.000905395	0.000679592	0.00137052	0.00076342	0.00025599	0.00123562	0.000977942	0.00124225	0.000834608	0.0011847	0.00141798	0.000566622	0.000873402	0.000826734	0.00102672	0.00109643	0.00110829	0.00076047	0.000720085	0.000750179	0.00112022	0.000375583	0.00140556	0.00135422	0.000887296	0.00059374	0.000321345	0.00104082	0.000724708	0.00119589	0.00101095	0.000761592	0.00138882	0.000878792	0.00137289	0.0008263	0.00109994	0.00101986	0.0012056	0.000471928	0.000768859	0.00051776	0.000915667	0.000614485	0.000792205	0.000402739	0.00102912	0.000982725	0.000638173	0.00080132
M00326: RTX toxin transport system	9.41456e-05	0	0	0	9.75465e-06	3.65686e-05	0	1.22072e-05	2.68514e-09	0	0	0.000144042	0	1.29183e-05	0	0	1.71035e-06	0	1.1621e-05	0	5.76122e-05	0	0	0	5.06445e-05	0	0	2.86874e-05	0	8.36491e-06	6.21581e-06	0	5.80608e-05	0	0	0	0	0	1.70241e-05	0	0.000161815	0	0	2.3613e-05	0	0	0	0	8.53372e-06	0	0	4.15006e-06	0	0	0	7.13376e-05	2.13618e-06	0	2.17215e-05	7.65967e-07	0	1.05367e-06	0	7.85219e-05	0	1.80291e-06	0	0	0	4.00302e-06	0	2.70146e-05	0	1.81592e-05	0	0.000100003	2.66991e-05	0	0	3.62989e-05	0	0	0	2.41454e-05	0	0.000161431	0	0	1.00216e-06	0	0	0	0	3.80484e-07	0	0	4.92991e-06	0	9.51122e-06	0	2.621e-06	9.77317e-06	0	0	0	0.000122946	0	1.40006e-05	0	0	0	4.73977e-10	0	1.53376e-05	0	8.88385e-06	0	2.21725e-05	0	0	0	0	1.29661e-05	2.89008e-07	0	2.46471e-06	0	0	3.72499e-05	0	0	0	0	8.14903e-07	0	2.90321e-10	2.13856e-05	0	9.346e-06	1.12113e-07	0	0	0	0	0	0	0	0	0	1.02122e-06	0	0	0	0	0	0	0	0	5.17417e-05	0	8.46396e-05	0	0	0	1.79915e-06	0	0	0	9.00295e-06	1.26846e-05	0	0	0	1.44198e-05	0	0	0	0.000293477	0.000322318	2.56546e-08	0	0	3.05417e-05	3.61716e-07	0	0.000380526	0	0	0	1.01499e-05	0.000112633	0.000121917	0	0	0	0	3.81983e-05	0	0
